policy,n,pdr_mean,pdr_ci_lo,pdr_ci_hi,tput_kbps_mean,tput_kbps_ci_lo,tput_kbps_ci_hi,avg_delay_ms_mean,avg_delay_ms_ci_lo,avg_delay_ms_ci_hi,p95_delay_ms_mean,p95_delay_ms_ci_lo,p95_delay_ms_ci_hi,drop_rate_mean,drop_rate_ci_lo,drop_rate_ci_hi,fairness_mean,fairness_ci_lo,fairness_ci_hi,col_rate_mean,col_rate_ci_lo,col_rate_ci_hi,retry_rate_mean,retry_rate_ci_lo,retry_rate_ci_hi,raw_fit_pass_mean,raw_fit_pass_ci_lo,raw_fit_pass_ci_hi,e_total_mj_mean,e_total_mj_ci_lo,e_total_mj_ci_hi,e_sleep_mj_mean,e_sleep_mj_ci_lo,e_sleep_mj_ci_hi,e_idle_mj_mean,e_idle_mj_ci_lo,e_idle_mj_ci_hi,ee_kbit_j_mean,ee_kbit_j_ci_lo,ee_kbit_j_ci_hi,e_per_pkt_uj_mean,e_per_pkt_uj_ci_lo,e_per_pkt_uj_ci_hi
chang2019,100,1.0,1.0,1.0,20.48,20.48,20.48,746.509187,732.758133,760.260241,1598.907314,1554.696603,1643.118025,0.0,0.0,0.0,1.0,1.0,1.0,0.204457,0.194561,0.214353,0.204457,0.194561,0.214353,0.997345,0.993277,1.001413,420.830717,417.049579,424.611854,53.855001,53.776309,53.933692,206.084931,203.02705,209.142812,58.399288,57.875246,58.923329,17534.613193,17377.065787,17692.160599
chang2019,200,0.434444,0.402266,0.466623,17.794844,16.476822,19.112867,2225.903101,2132.676065,2319.130137,5214.077227,5074.705435,5353.44902,0.565556,0.533377,0.597734,0.776791,0.748464,0.805118,0.696849,0.67244,0.721259,0.689742,0.666764,0.71272,1.0,1.0,1.0,646.162309,643.768477,648.556141,48.422205,48.391719,48.452691,421.964171,420.764258,423.164084,16.523957,15.254395,17.793518,62010.09011,57254.424586,66765.755633
chang2019,400,0.187604,0.182513,0.192695,15.368533,14.951486,15.78558,2529.734567,2420.105792,2639.363341,5164.857431,5095.016725,5234.698138,0.812396,0.807305,0.817487,0.692007,0.665366,0.718648,0.759508,0.749384,0.769633,0.735545,0.730261,0.740829,1.0,1.0,1.0,944.519289,875.832822,1013.205755,40.132032,38.372951,41.891113,756.799963,686.442475,827.15745,4.885242,4.393182,5.377303,209836.649733,189084.380779,230588.918687
chang2019,600,0.11787,0.115978,0.119763,14.483911,14.251358,14.716464,2978.287952,2880.563505,3076.012398,6287.151601,5758.911828,6815.391374,0.88213,0.880237,0.884022,0.651121,0.59683,0.705411,0.733584,0.732081,0.735087,0.709792,0.705773,0.71381,1.0,1.0,1.0,976.151213,954.075565,998.226861,38.973281,38.406651,39.539911,804.87038,782.20198,827.53878,2.967651,2.912123,3.02318,345067.069777,338605.088307,351529.051248
chang2019,800,0.083056,0.081881,0.08423,13.607822,13.415461,13.800183,3564.565846,3490.86608,3638.265611,7657.931472,7049.907168,8265.955777,0.916944,0.91577,0.918119,0.714841,0.693295,0.736388,0.708899,0.706597,0.711201,0.685972,0.684409,0.687536,1.0,1.0,1.0,1062.334841,1055.727989,1068.941693,36.587707,36.417968,36.757445,901.162436,894.37134,907.953532,1.921414,1.890206,1.952621,532956.110473,524322.840035,541589.380911
chang2019,1000,0.065292,0.064662,0.065921,13.371733,13.242781,13.500686,3989.626441,3762.801461,4216.45142,8661.860261,8219.997777,9103.722744,0.934708,0.934079,0.935338,0.754291,0.721843,0.786739,0.67367,0.670818,0.676523,0.656826,0.655405,0.658247,1.0,1.0,1.0,1163.549959,1149.099947,1177.999971,33.885483,33.515431,34.255535,1009.777632,994.978337,1024.576927,1.379084,1.358391,1.399776,742540.08195,731364.205182,753715.958718
