num_stas,policy,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,ee_kbit_j,e_per_pkt_uj,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac
100,no_raw,42,1.0,20.48,42.898198,7.938206,0.0,1.0,0.088838,0.088838,1.0,2442.381774,18.026672,38.909525,2385.445577,0.0,10.062309,101765.90723,1399.159262,2210.074222,2.833333,480.647542,915.678387,1.0
100,no_raw,7,1.0,20.48,44.593505,8.89398,0.0,1.0,0.098292,0.097647,1.0,2442.554846,18.221072,38.909927,2385.423847,0.0,10.061596,101773.118585,1437.248138,2259.485333,2.833333,477.080578,957.334227,1.0
100,no_raw,99,1.0,20.48,45.794452,7.772208,0.0,1.0,0.105246,0.104287,1.0,2442.69388,18.375952,38.911938,2385.405989,0.0,10.061023,101778.911659,1461.290151,2381.311556,2.833333,475.734493,982.722324,1.0
100,static,42,0.99625,20.4032,868.476978,2371.22897,0.00375,0.999857,0.479073,0.479073,1.0,344.069222,32.820288,38.884581,218.224724,54.139629,71.159634,14390.180779,914.984449,1150.159111,2.833333,480.466204,431.684911,1.0
100,static,7,0.995417,20.386133,826.875945,2286.691169,0.004583,0.999583,0.469873,0.469873,1.0,340.394877,32.232944,38.885788,215.055667,54.220477,71.867592,14248.425154,899.253964,1134.274222,2.833333,475.792756,420.627876,1.0
100,static,99,0.993333,20.343467,858.953981,2354.903511,0.006667,0.999623,0.475598,0.475598,1.0,341.124453,32.529856,38.882972,215.503137,54.208489,71.563794,14308.911629,901.611218,1133.773333,2.833333,475.434987,423.342898,1.0
100,adaptive,42,1.0,20.48,311.59975,765.847322,0.0,1.0,0.202506,0.202506,1.0,231.36287,20.887104,38.892628,114.825445,56.757694,106.222749,9640.119591,921.15532,1206.445778,2.833333,479.516698,438.805289,1.0
100,adaptive,7,1.0,20.48,311.297016,771.03301,0.0,1.0,0.214807,0.214807,1.0,233.487388,21.247008,38.89303,116.635921,56.711429,105.256221,9728.641166,915.556302,1212.999111,2.833333,475.894058,436.828911,1.0
100,adaptive,99,1.0,20.48,310.920584,760.301511,0.0,1.0,0.206799,0.206799,1.0,231.688323,21.010224,38.891018,115.034954,56.752127,106.073537,9653.680145,908.999775,1155.036698,2.833333,475.775053,430.391389,1.0
100,cluster_csv,42,0.956667,19.592533,1051.04774,3191.608129,0.043333,0.993445,0.496912,0.496912,1.0,352.232624,32.761968,38.84435,226.698023,53.928283,66.748615,15341.142174,910.30852,1137.622667,2.833333,480.151884,427.323302,1.0
100,cluster_csv,7,0.976667,20.002133,1021.755508,3046.363209,0.023333,0.997664,0.489385,0.489385,1.0,354.030057,32.939264,38.866477,228.337695,53.88662,67.798085,15103.671364,897.40736,1117.433778,2.833333,475.792756,418.781271,1.0
100,cluster_csv,99,0.959167,19.643733,1106.154107,3462.913589,0.040833,0.993886,0.506967,0.506784,1.0,360.210375,33.483584,38.845557,234.141041,53.740193,65.440869,15647.713964,897.283102,1125.145778,2.833333,475.616573,418.833196,1.0
100,traffic_split,42,1.0,20.48,549.502601,1002.360807,0.0,1.0,0.300874,0.300874,1.0,246.506705,24.089392,38.891823,127.083127,56.442363,99.697085,10271.112711,904.916338,1145.962667,2.833333,479.556564,422.52644,1.0
100,traffic_split,7,1.0,20.48,504.633935,1002.975266,0.0,1.0,0.153055,0.153055,1.0,277.423689,19.564544,38.889409,163.423288,55.546448,88.586523,11559.320367,891.8456,1050.198222,2.833333,475.792756,413.219511,1.0
100,traffic_split,99,1.0,20.48,506.222468,1001.591409,0.0,1.0,0.129353,0.129353,1.0,278.995789,18.976672,38.890616,165.635742,55.492759,88.087351,11624.824541,897.900444,1118.596889,2.833333,475.734493,419.332618,1.0
100,laca,42,1.0,20.48,310.463454,711.691614,0.0,1.0,0.215247,0.215247,1.0,227.946898,21.256464,38.893432,110.943286,56.853715,107.814584,9497.787419,921.200071,1157.919111,2.833333,481.20536,437.161378,1.0
100,laca,7,1.0,20.48,309.897385,773.397171,0.0,1.0,0.211712,0.211712,1.0,227.341204,21.156288,38.892225,110.425749,56.866942,108.101829,9472.550151,909.514649,1174.661333,2.833333,475.850636,430.83068,1.0
100,laca,99,1.0,20.48,309.090692,706.474131,0.0,1.0,0.213041,0.213041,1.0,226.686035,21.192832,38.89303,109.715586,56.884588,108.414265,9445.251478,918.872422,1176.720444,2.833333,475.734493,440.304596,1.0
200,no_raw,42,0.647083,26.504533,2206.600658,4686.076656,0.352917,0.992677,0.950559,0.877807,1.0,2511.968206,96.936872,38.08881,2376.942524,0.0,6.330781,161749.401514,2938.069287,4701.433778,2.833333,961.556773,1973.67918,1.0
