policy,num_stas,packet_interval,n_seeds,pdr_mean,pdr_ci_lo,pdr_ci_hi,tput_kbps_mean,tput_kbps_ci_lo,tput_kbps_ci_hi,avg_delay_ms_mean,avg_delay_ms_ci_lo,avg_delay_ms_ci_hi,p95_delay_ms_mean,p95_delay_ms_ci_lo,p95_delay_ms_ci_hi,drop_rate_mean,drop_rate_ci_lo,drop_rate_ci_hi,fairness_mean,fairness_ci_lo,fairness_ci_hi,col_rate_mean,col_rate_ci_lo,col_rate_ci_hi,retry_rate_mean,retry_rate_ci_lo,retry_rate_ci_hi,raw_fit_pass_mean,raw_fit_pass_ci_lo,raw_fit_pass_ci_hi,assoc_mean_ms_mean,assoc_mean_ms_ci_lo,assoc_mean_ms_ci_hi,assoc_max_ms_mean,assoc_max_ms_ci_lo,assoc_max_ms_ci_hi,assoc_scan_ms_mean,assoc_scan_ms_ci_lo,assoc_scan_ms_ci_hi,assoc_auth_ms_mean,assoc_auth_ms_ci_lo,assoc_auth_ms_ci_hi,assoc_req_ms_mean,assoc_req_ms_ci_lo,assoc_req_ms_ci_hi,assoc_frac_mean,assoc_frac_ci_lo,assoc_frac_ci_hi,e_total_mj_mean,e_total_mj_ci_lo,e_total_mj_ci_hi,e_tx_mj_mean,e_tx_mj_ci_lo,e_tx_mj_ci_hi,e_rx_mj_mean,e_rx_mj_ci_lo,e_rx_mj_ci_hi,e_idle_mj_mean,e_idle_mj_ci_lo,e_idle_mj_ci_hi,e_sleep_mj_mean,e_sleep_mj_ci_lo,e_sleep_mj_ci_hi,e_retx_mj_mean,e_retx_mj_ci_lo,e_retx_mj_ci_hi,retx_energy_pct_mean,retx_energy_pct_ci_lo,retx_energy_pct_ci_hi,avg_tx_retries_mean,avg_tx_retries_ci_lo,avg_tx_retries_ci_hi,ee_kbit_j_mean,ee_kbit_j_ci_lo,ee_kbit_j_ci_hi,e_per_pkt_uj_mean,e_per_pkt_uj_ci_lo,e_per_pkt_uj_ci_hi
no_raw,100,5.0,1,0.615833,0.615833,0.615833,12.612267,12.612267,12.612267,1874.016786,1874.016786,1874.016786,4673.037518,4673.037518,4673.037518,0.384167,0.384167,0.384167,0.980381,0.980381,0.980381,0.862987,0.862987,0.862987,0.824106,0.824106,0.824106,1.0,1.0,1.0,6999.02708,6999.02708,6999.02708,14959.036,14959.036,14959.036,2759.112667,2759.112667,2759.112667,1768.626987,1768.626987,1768.626987,2471.287427,2471.287427,2471.287427,1.0,1.0,1.0,2645.724129,2645.724129,2645.724129,197.99328,197.99328,197.99328,102.934913,102.934913,102.934913,2344.795936,2344.795936,2344.795936,0.0,0.0,0.0,155.760192,155.760192,155.760192,5.887242,5.887242,5.887242,88.44,88.44,88.44,5.720445,5.720445,5.720445,179007.045268,179007.045268,179007.045268
static,100,5.0,1,0.48125,0.48125,0.48125,9.856,9.856,9.856,3347.626328,3347.626328,3347.626328,8480.213057,8480.213057,8480.213057,0.51875,0.51875,0.51875,0.772765,0.772765,0.772765,0.492317,0.492317,0.492317,0.492027,0.492027,0.492027,1.0,1.0,1.0,3375.423293,3375.423293,3375.423293,5801.04,5801.04,5801.04,2757.5616,2757.5616,2757.5616,278.514653,278.514653,278.514653,339.34704,339.34704,339.34704,1.0,1.0,1.0,472.108326,472.108326,472.108326,48.086304,48.086304,48.086304,102.95105,102.95105,102.95105,268.753637,268.753637,268.753637,52.317336,52.317336,52.317336,18.903792,18.903792,18.903792,4.004122,4.004122,4.004122,12.35,12.35,12.35,25.051878,25.051878,25.051878,40875.179719,40875.179719,40875.179719
adaptive,100,5.0,1,0.983333,0.983333,0.983333,20.138667,20.138667,20.138667,661.884037,661.884037,661.884037,1595.849572,1595.849572,1595.849572,0.016667,0.016667,0.016667,0.999569,0.999569,0.999569,0.272401,0.272401,0.272401,0.272401,0.272401,0.272401,1.0,1.0,1.0,4456.383613,4456.383613,4456.383613,7719.613333,7719.613333,7719.613333,2758.2468,2758.2468,2758.2468,765.11316,765.11316,765.11316,933.023653,933.023653,933.023653,1.0,1.0,1.0,440.864362,440.864362,440.864362,60.210672,60.210672,60.210672,103.925954,103.925954,103.925954,223.316,223.316,223.316,53.411736,53.411736,53.411736,15.382944,15.382944,15.382944,3.489269,3.489269,3.489269,10.5,10.5,10.5,54.815953,54.815953,54.815953,18680.693294,18680.693294,18680.693294
cluster_csv,100,5.0,1,0.983333,0.983333,0.983333,20.138667,20.138667,20.138667,689.905869,689.905869,689.905869,1815.621556,1815.621556,1815.621556,0.016667,0.016667,0.016667,0.999569,0.999569,0.999569,0.260807,0.260807,0.260807,0.260324,0.260324,0.260324,1.0,1.0,1.0,4537.959387,4537.959387,4537.959387,8112.648,8112.648,8112.648,2753.2216,2753.2216,2753.2216,827.550507,827.550507,827.550507,951.5494,951.5494,951.5494,1.0,1.0,1.0,460.218359,460.218359,460.218359,58.76592,58.76592,58.76592,103.979721,103.979721,103.979721,244.589234,244.589234,244.589234,52.883484,52.883484,52.883484,13.78896,13.78896,13.78896,2.996178,2.996178,2.996178,9.78,9.78,9.78,52.510726,52.510726,52.510726,19500.777913,19500.777913,19500.777913
cluster_adaptive,100,5.0,1,0.985833,0.985833,0.985833,20.189867,20.189867,20.189867,683.848066,683.848066,683.848066,1639.504614,1639.504614,1639.504614,0.014167,0.014167,0.014167,0.999599,0.999599,0.999599,0.257486,0.257486,0.257486,0.257241,0.257241,0.257241,1.0,1.0,1.0,4183.88844,4183.88844,4183.88844,7490.501333,7490.501333,7490.501333,2758.011733,2758.011733,2758.011733,661.978787,661.978787,661.978787,752.619813,752.619813,752.619813,1.0,1.0,1.0,422.038375,422.038375,422.038375,58.949088,58.949088,58.949088,103.907486,103.907486,103.907486,205.316423,205.316423,205.316423,53.865378,53.865378,53.865378,13.95288,13.95288,13.95288,3.306069,3.306069,3.306069,9.55,9.55,9.55,57.406723,57.406723,57.406723,17837.632098,17837.632098,17837.632098
laca,100,5.0,1,0.982917,0.982917,0.982917,20.130133,20.130133,20.130133,730.645503,730.645503,730.645503,1813.693988,1813.693988,1813.693988,0.017083,0.017083,0.017083,0.999565,0.999565,0.999565,0.254648,0.254648,0.254648,0.254159,0.254159,0.254159,0.996379,0.996379,0.996379,4242.048827,4242.048827,4242.048827,7948.849333,7948.849333,7948.849333,2757.6892,2757.6892,2757.6892,664.26312,664.26312,664.26312,813.270507,813.270507,813.270507,1.0,1.0,1.0,498.592429,498.592429,498.592429,58.097664,58.097664,58.097664,103.967502,103.967502,103.967502,284.643172,284.643172,284.643172,51.884091,51.884091,51.884091,13.114608,13.114608,13.114608,2.630326,2.630326,2.630326,9.31,9.31,9.31,48.44871,48.44871,48.44871,21135.753682,21135.753682,21135.753682
chang2019,100,5.0,1,0.986667,0.986667,0.986667,20.206933,20.206933,20.206933,771.320203,771.320203,771.320203,1716.044318,1716.044318,1716.044318,0.013333,0.013333,0.013333,0.999612,0.999612,0.999612,0.249501,0.249501,0.249501,0.249501,0.249501,0.249501,0.997721,0.997721,0.997721,4193.708413,4193.708413,4193.708413,7882.026667,7882.026667,7882.026667,2757.316533,2757.316533,2757.316533,622.519133,622.519133,622.519133,813.872747,813.872747,813.872747,1.0,1.0,1.0,466.5005,466.5005,466.5005,58.322784,58.322784,58.322784,103.860118,103.860118,103.860118,251.607371,251.607371,251.607371,52.710226,52.710226,52.710226,13.319424,13.319424,13.319424,2.855179,2.855179,2.855179,9.12,9.12,9.12,51.979194,51.979194,51.979194,19700.190033,19700.190033,19700.190033
etaroa,100,5.0,1,0.98625,0.98625,0.98625,20.1984,20.1984,20.1984,661.736999,661.736999,661.736999,1632.939897,1632.939897,1632.939897,0.01375,0.01375,0.01375,0.999606,0.999606,0.999606,0.264078,0.264078,0.264078,0.263592,0.263592,0.263592,1.0,1.0,1.0,4144.49596,4144.49596,4144.49596,7754.817333,7754.817333,7754.817333,2757.951867,2757.951867,2757.951867,628.607467,628.607467,628.607467,745.15124,745.15124,745.15124,1.0,1.0,1.0,433.580473,433.580473,433.580473,59.629824,59.629824,59.629824,103.906048,103.906048,103.906048,216.459684,216.459684,216.459684,53.584918,53.584918,53.584918,14.673744,14.673744,14.673744,3.384318,3.384318,3.384318,10.01,10.01,10.01,55.902148,55.902148,55.902148,18317.721725,18317.721725,18317.721725
no_raw,200,5.0,1,0.321458,0.321458,0.321458,13.166933,13.166933,13.166933,1478.41433,1478.41433,1478.41433,4611.33229,4611.33229,4611.33229,0.678542,0.678542,0.678542,0.985027,0.985027,0.985027,0.841756,0.841756,0.841756,0.807989,0.807989,0.807989,1.0,1.0,1.0,10081.436033,10081.436033,10081.436033,34643.349333,34643.349333,34643.349333,2259.799667,2259.799667,2259.799667,563.654283,563.654283,563.654283,7134.987883,7134.987883,7134.987883,0.4,0.4,0.4,2556.145993,2556.145993,2556.145993,97.699512,97.699512,97.699512,102.302926,102.302926,102.302926,2356.143555,2356.143555,2356.143555,0.0,0.0,0.0,77.31984,77.31984,77.31984,3.02486,3.02486,3.02486,48.5,48.5,48.5,3.090653,3.090653,3.090653,331321.580436,331321.580436,331321.580436
static,200,5.0,1,0.440833,0.440833,0.440833,18.056533,18.056533,18.056533,3037.32764,3037.32764,3037.32764,7807.981932,7807.981932,7807.981932,0.559167,0.559167,0.559167,0.732472,0.732472,0.732472,0.495284,0.495284,0.495284,0.494535,0.494535,0.494535,1.0,1.0,1.0,6637.17492,6637.17492,6637.17492,12764.429333,12764.429333,12764.429333,5252.976873,5252.976873,5252.976873,657.609733,657.609733,657.609733,726.588313,726.588313,726.588313,1.0,1.0,1.0,504.974612,504.974612,504.974612,45.216288,45.216288,45.216288,102.936624,102.936624,102.936624,305.412753,305.412753,305.412753,51.408946,51.408946,51.408946,18.52476,18.52476,18.52476,3.668454,3.668454,3.668454,12.355,12.355,12.355,21.454386,21.454386,21.454386,47729.169379,47729.169379,47729.169379
adaptive,200,5.0,1,0.930625,0.930625,0.930625,38.1184,38.1184,38.1184,1459.980801,1459.980801,1459.980801,3558.791243,3558.791243,3558.791243,0.069375,0.069375,0.069375,0.996997,0.996997,0.996997,0.387076,0.387076,0.387076,0.386867,0.386867,0.386867,1.0,1.0,1.0,9716.835393,9716.835393,9716.835393,17987.530667,17987.530667,17987.530667,5252.748873,5252.748873,5252.748873,2031.601847,2031.601847,2031.601847,2423.008573,2423.008573,2423.008573,1.0,1.0,1.0,596.186812,596.186812,596.186812,70.027704,70.027704,70.027704,103.889242,103.889242,103.889242,372.617646,372.617646,372.617646,49.652221,49.652221,49.652221,26.114328,26.114328,26.114328,4.380226,4.380226,4.380226,16.595,16.595,16.595,38.362204,38.362204,38.362204,26692.939891,26692.939891,26692.939891
cluster_csv,200,5.0,1,0.892083,0.892083,0.892083,36.539733,36.539733,36.539733,1616.232225,1616.232225,1616.232225,4135.463406,4135.463406,4135.463406,0.107917,0.107917,0.107917,0.98523,0.98523,0.98523,0.389627,0.389627,0.389627,0.389303,0.389303,0.389303,1.0,1.0,1.0,9946.277107,9946.277107,9946.277107,17494.109333,17494.109333,17494.109333,5252.68778,5252.68778,5252.68778,2330.310387,2330.310387,2330.310387,2350.320287,2350.320287,2350.320287,1.0,1.0,1.0,621.234101,621.234101,621.234101,67.59768,67.59768,67.59768,103.814999,103.814999,103.814999,400.868114,400.868114,400.868114,48.953308,48.953308,48.953308,23.6388,23.6388,23.6388,3.805136,3.805136,3.805136,15.21,15.21,15.21,35.290786,35.290786,35.290786,29016.071983,29016.071983,29016.071983
cluster_adaptive,200,5.0,1,0.924583,0.924583,0.924583,37.870933,37.870933,37.870933,1480.599255,1480.599255,1480.599255,3695.558522,3695.558522,3695.558522,0.075417,0.075417,0.075417,0.997925,0.997925,0.997925,0.389221,0.389221,0.389221,0.389011,0.389011,0.389011,1.0,1.0,1.0,9149.128293,9149.128293,9149.128293,17435.569333,17435.569333,17435.569333,5253.11792,5253.11792,5253.11792,1782.644293,1782.644293,1782.644293,2106.210767,2106.210767,2106.210767,1.0,1.0,1.0,586.866658,586.866658,586.866658,70.122024,70.122024,70.122024,103.882331,103.882331,103.882331,362.969074,362.969074,362.969074,49.893229,49.893229,49.893229,26.241288,26.241288,26.241288,4.471423,4.471423,4.471423,16.665,16.665,16.665,38.718437,38.718437,38.718437,26447.348263,26447.348263,26447.348263
laca,200,5.0,1,0.896667,0.896667,0.896667,36.727467,36.727467,36.727467,1826.020285,1826.020285,1826.020285,4452.527188,4452.527188,4452.527188,0.103333,0.103333,0.103333,0.991629,0.991629,0.991629,0.381715,0.381715,0.381715,0.381605,0.381605,0.381605,0.993531,0.993531,0.993531,9111.245473,9111.245473,9111.245473,16010.986667,16010.986667,16010.986667,5253.132147,5253.132147,5253.132147,1828.406747,1828.406747,1828.406747,2023.516273,2023.516273,2023.516273,1.0,1.0,1.0,630.488429,630.488429,630.488429,66.979368,66.979368,66.979368,103.776658,103.776658,103.776658,411.031144,411.031144,411.031144,48.701259,48.701259,48.701259,22.378944,22.378944,22.378944,3.549461,3.549461,3.549461,14.44,14.44,14.44,34.951442,34.951442,34.951442,29297.789473,29297.789473,29297.789473
chang2019,200,5.0,1,0.388958,0.388958,0.388958,15.931733,15.931733,15.931733,2049.614435,2049.614435,2049.614435,4944.773531,4944.773531,4944.773531,0.611042,0.611042,0.611042,0.74471,0.74471,0.74471,0.668995,0.668995,0.668995,0.662328,0.662328,0.662328,1.0,1.0,1.0,12515.79156,12515.79156,12515.79156,20396.577333,20396.577333,20396.577333,5252.80862,5252.80862,5252.80862,3581.688507,3581.688507,3581.688507,3666.117293,3666.117293,3666.117293,1.0,1.0,1.0,790.343651,790.343651,790.343651,68.16936,68.16936,68.16936,102.942155,102.942155,102.942155,574.617102,574.617102,574.617102,44.615034,44.615034,44.615034,42.086976,42.086976,42.086976,5.325149,5.325149,5.325149,25.8,25.8,25.8,12.094789,12.094789,12.094789,84664.558262,84664.558262,84664.558262
etaroa,200,5.0,1,0.923333,0.923333,0.923333,37.819733,37.819733,37.819733,1452.984678,1452.984678,1452.984678,3594.100507,3594.100507,3594.100507,0.076667,0.076667,0.076667,0.996218,0.996218,0.996218,0.397203,0.397203,0.397203,0.396791,0.396791,0.396791,1.0,1.0,1.0,10446.491627,10446.491627,10446.491627,17976.598667,17976.598667,17976.598667,5253.240053,5253.240053,5253.240053,2466.10694,2466.10694,2466.10694,2717.623633,2717.623633,2717.623633,1.0,1.0,1.0,611.3539,611.3539,611.3539,71.21508,71.21508,71.21508,103.905957,103.905957,103.905957,386.942189,386.942189,386.942189,49.290674,49.290674,49.290674,27.402888,27.402888,27.402888,4.482328,4.482328,4.482328,17.465,17.465,17.465,37.117355,37.117355,37.117355,27588.172404,27588.172404,27588.172404
no_raw,400,5.0,1,0.060729,0.060729,0.060729,4.974933,4.974933,4.974933,2580.244207,2580.244207,2580.244207,4798.769379,4798.769379,4798.769379,0.939271,0.939271,0.939271,0.977707,0.977707,0.977707,0.976252,0.976252,0.976252,0.860342,0.860342,0.860342,1.0,1.0,1.0,4621.817137,4621.817137,4621.817137,117499.448,117499.448,117499.448,1765.271913,1765.271913,1765.271913,428.263388,428.263388,428.263388,2428.281836,2428.281836,2428.281836,0.1525,0.1525,0.1525,2511.764147,2511.764147,2511.764147,48.44406,48.44406,48.44406,101.41836,101.41836,101.41836,2361.901727,2361.901727,2361.901727,0.0,0.0,0.0,39.970332,39.970332,39.970332,1.591325,1.591325,1.591325,53.2075,53.2075,53.2075,0.594196,0.594196,0.594196,1723337.321898,1723337.321898,1723337.321898
static,400,5.0,1,0.327708,0.327708,0.327708,26.845867,26.845867,26.845867,3310.560033,3310.560033,3310.560033,8923.645823,8923.645823,8923.645823,0.672292,0.672292,0.672292,0.683252,0.683252,0.683252,0.500527,0.500527,0.500527,0.499912,0.499912,0.499912,1.0,1.0,1.0,16850.523977,16850.523977,16850.523977,32074.128,32074.128,32074.128,10250.46849,10250.46849,10250.46849,3058.486717,3058.486717,3058.486717,3533.842183,3533.842183,3533.842183,1.0,1.0,1.0,636.871414,636.871414,636.871414,35.515188,35.515188,35.515188,102.797579,102.797579,102.797579,450.755193,450.755193,450.755193,47.803454,47.803454,47.803454,15.175296,15.175296,15.175296,2.382788,2.382788,2.382788,10.6,10.6,10.6,12.645818,12.645818,12.645818,80975.386388,80975.386388,80975.386388
adaptive,400,5.0,1,0.379688,0.379688,0.379688,31.104,31.104,31.104,2899.733796,2899.733796,2899.733796,7114.28364,7114.28364,7114.28364,0.620313,0.620313,0.620313,0.778144,0.778144,0.778144,0.512899,0.512899,0.512899,0.512586,0.512586,0.512586,1.0,1.0,1.0,26000.66905,26000.66905,26000.66905,45485.117333,45485.117333,45485.117333,10251.916693,10251.916693,10251.916693,7383.78698,7383.78698,7383.78698,8356.487707,8356.487707,8356.487707,1.0,1.0,1.0,819.773187,819.773187,819.773187,41.034228,41.034228,41.034228,102.955439,102.955439,102.955439,632.541323,632.541323,632.541323,43.242197,43.242197,43.242197,16.870164,16.870164,16.870164,2.057906,2.057906,2.057906,11.6025,11.6025,11.6025,11.382661,11.382661,11.382661,89961.392274,89961.392274,89961.392274
cluster_csv,400,5.0,1,0.386458,0.386458,0.386458,31.658667,31.658667,31.658667,3002.216808,3002.216808,3002.216808,7641.629243,7641.629243,7641.629243,0.613542,0.613542,0.613542,0.754247,0.754247,0.754247,0.502431,0.502431,0.502431,0.502271,0.502271,0.502271,1.0,1.0,1.0,23276.39953,23276.39953,23276.39953,40988.626667,40988.626667,40988.626667,10250.420393,10250.420393,10250.420393,6101.981143,6101.981143,6101.981143,6923.997993,6923.997993,6923.997993,1.0,1.0,1.0,772.394931,772.394931,772.394931,40.564668,40.564668,40.564668,102.922517,102.922517,102.922517,584.461996,584.461996,584.461996,44.44575,44.44575,44.44575,16.533984,16.533984,16.533984,2.140613,2.140613,2.140613,11.32,11.32,11.32,12.2963,12.2963,12.2963,83277.081514,83277.081514,83277.081514
cluster_adaptive,400,5.0,1,0.391354,0.391354,0.391354,32.059733,32.059733,32.059733,2947.484036,2947.484036,2947.484036,7264.994523,7264.994523,7264.994523,0.608646,0.608646,0.608646,0.790299,0.790299,0.790299,0.508204,0.508204,0.508204,0.507742,0.507742,0.507742,1.0,1.0,1.0,21502.002697,21502.002697,21502.002697,39485.110667,39485.110667,39485.110667,10251.761897,10251.761897,10251.761897,5187.047067,5187.047067,5187.047067,6057.306613,6057.306613,6057.306613,1.0,1.0,1.0,734.980216,734.980216,734.980216,41.965248,41.965248,41.965248,102.961247,102.961247,102.961247,544.616025,544.616025,544.616025,45.437697,45.437697,45.437697,17.245704,17.245704,17.245704,2.346417,2.346417,2.346417,11.865,11.865,11.865,13.085958,13.085958,13.085958,78251.819672,78251.819672,78251.819672
laca,400,5.0,1,0.347917,0.347917,0.347917,28.501333,28.501333,28.501333,3551.1147,3551.1147,3551.1147,8700.370954,8700.370954,8700.370954,0.652083,0.652083,0.652083,0.744501,0.744501,0.744501,0.496743,0.496743,0.496743,0.496315,0.496315,0.496315,0.988649,0.988649,0.988649,22187.006037,22187.006037,22187.006037,36971.941333,36971.941333,36971.941333,10251.472713,10251.472713,10251.472713,5651.0609,5651.0609,5651.0609,6278.521337,6278.521337,6278.521337,1.0,1.0,1.0,751.57059,751.57059,751.57059,36.634788,36.634788,36.634788,102.846728,102.846728,102.846728,567.200252,567.200252,567.200252,44.888821,44.888821,44.888821,14.471592,14.471592,14.471592,1.925513,1.925513,1.925513,10.205,10.205,10.205,11.376709,11.376709,11.376709,90008.453872,90008.453872,90008.453872
chang2019,400,5.0,1,0.171146,0.171146,0.171146,14.020267,14.020267,14.020267,2406.688027,2406.688027,2406.688027,5475.376965,5475.376965,5475.376965,0.828854,0.828854,0.828854,0.726049,0.726049,0.726049,0.697727,0.697727,0.697727,0.681274,0.681274,0.681274,1.0,1.0,1.0,33598.948777,33598.948777,33598.948777,53686.865333,53686.865333,53686.865333,10250.615923,10250.615923,10250.615923,13197.487997,13197.487997,13197.487997,10125.049447,10125.049447,10125.049447,1.0,1.0,1.0,1326.215747,1326.215747,1326.215747,43.02882,43.02882,43.02882,102.571093,102.571093,102.571093,1150.320558,1150.320558,1150.320558,30.295275,30.295275,30.295275,29.238144,29.238144,29.238144,2.20463,2.20463,2.20463,18.68,18.68,18.68,3.17149,3.17149,3.17149,322876.627317,322876.627317,322876.627317
etaroa,400,5.0,1,0.379375,0.379375,0.379375,31.0784,31.0784,31.0784,3001.47823,3001.47823,3001.47823,7508.124773,7508.124773,7508.124773,0.620625,0.620625,0.620625,0.781385,0.781385,0.781385,0.514757,0.514757,0.514757,0.51437,0.51437,0.51437,1.0,1.0,1.0,26353.48228,26353.48228,26353.48228,47188.946667,47188.946667,47188.946667,10250.453667,10250.453667,10250.453667,7401.62295,7401.62295,7401.62295,8684.64257,8684.64257,8684.64257,1.0,1.0,1.0,825.535593,825.535593,825.535593,41.176716,41.176716,41.176716,102.981645,102.981645,102.981645,638.279086,638.279086,638.279086,43.098146,43.098146,43.098146,16.97778,16.97778,16.97778,2.056578,2.056578,2.056578,11.7225,11.7225,11.7225,11.293904,11.293904,11.293904,90668.379193,90668.379193,90668.379193
no_raw,600,5.0,1,0.032639,0.032639,0.032639,4.010667,4.010667,4.010667,2436.594496,2436.594496,2436.594496,4807.311597,4807.311597,4807.311597,0.967361,0.967361,0.967361,0.991828,0.991828,0.991828,0.981343,0.981343,0.981343,0.865006,0.865006,0.865006,1.0,1.0,1.0,2981.284511,2981.284511,2981.284511,4973.294667,4973.294667,4973.294667,1750.694022,1750.694022,1750.694022,534.175,534.175,534.175,689.978867,689.978867,689.978867,0.1,0.1,0.1,2497.152642,2497.152642,2497.152642,32.078376,32.078376,32.078376,101.323544,101.323544,101.323544,2363.750722,2363.750722,2363.750722,0.0,0.0,0.0,26.534144,26.534144,26.534144,1.062576,1.062576,1.062576,40.226667,40.226667,40.226667,0.321219,0.321219,0.321219,3187854.436426,3187854.436426,3187854.436426
static,600,5.0,1,0.213264,0.213264,0.213264,26.205867,26.205867,26.205867,3735.036339,3735.036339,3735.036339,9411.505524,9411.505524,9411.505524,0.786736,0.786736,0.786736,0.682725,0.682725,0.682725,0.512792,0.512792,0.512792,0.512173,0.512173,0.512173,1.0,1.0,1.0,34774.966907,34774.966907,34774.966907,73475.82,73475.82,73475.82,15249.733013,15249.733013,15249.733013,7691.910413,7691.910413,7691.910413,11822.961149,11822.961149,11822.961149,1.0,1.0,1.0,933.991122,933.991122,933.991122,26.513112,26.513112,26.513112,102.71262,102.71262,102.71262,764.787041,764.787041,764.787041,39.978349,39.978349,39.978349,11.779696,11.779696,11.779696,1.261221,1.261221,1.261221,8.896667,8.896667,8.896667,5.611588,5.611588,5.611588,182479.541842,182479.541842,182479.541842
adaptive,600,5.0,1,0.206944,0.206944,0.206944,25.429333,25.429333,25.429333,3652.407881,3652.407881,3652.407881,9481.613364,9481.613364,9481.613364,0.793056,0.793056,0.793056,0.65734,0.65734,0.65734,0.525861,0.525861,0.525861,0.525175,0.525175,0.525175,1.0,1.0,1.0,42291.104298,42291.104298,42291.104298,74480.153333,74480.153333,74480.153333,15250.56886,15250.56886,15250.56886,12511.273487,12511.273487,12511.273487,14511.953098,14511.953098,14511.953098,1.0,1.0,1.0,1080.36311,1080.36311,1080.36311,26.632368,26.632368,26.632368,102.691628,102.691628,102.691628,914.811539,914.811539,914.811539,36.227574,36.227574,36.227574,12.119552,12.119552,12.119552,1.121804,1.121804,1.121804,9.08,9.08,9.08,4.707553,4.707553,4.707553,217522.773733,217522.773733,217522.773733
cluster_csv,600,5.0,1,0.211667,0.211667,0.211667,26.0096,26.0096,26.0096,3948.928384,3948.928384,3948.928384,10737.561566,10737.561566,10737.561566,0.788333,0.788333,0.788333,0.612688,0.612688,0.612688,0.517227,0.517227,0.517227,0.516531,0.516531,0.516531,1.0,1.0,1.0,39167.448364,39167.448364,39167.448364,67000.356,67000.356,67000.356,15250.448542,15250.448542,15250.448542,11200.575684,11200.575684,11200.575684,12706.554669,12706.554669,12706.554669,1.0,1.0,1.0,1023.166789,1023.166789,1023.166789,26.314992,26.314992,26.314992,102.671515,102.671515,102.671515,856.493719,856.493719,856.493719,37.686564,37.686564,37.686564,11.912128,11.912128,11.912128,1.164241,1.164241,1.164241,8.933333,8.933333,8.933333,5.084137,5.084137,5.084137,201410.78533,201410.78533,201410.78533
