num_stas,static_pdr_mean,static_pdr_ci_low,static_pdr_ci_hi,static_tput_kbps_mean,static_tput_kbps_ci_low,static_tput_kbps_ci_hi,static_avg_delay_ms_mean,static_avg_delay_ms_ci_low,static_avg_delay_ms_ci_hi,static_p95_delay_ms_mean,static_p95_delay_ms_ci_low,static_p95_delay_ms_ci_hi,static_drop_rate_mean,static_drop_rate_ci_low,static_drop_rate_ci_hi,static_fairness_mean,static_fairness_ci_low,static_fairness_ci_hi,static_col_rate_mean,static_col_rate_ci_low,static_col_rate_ci_hi,static_retry_rate_mean,static_retry_rate_ci_low,static_retry_rate_ci_hi,static_raw_fit_pass_mean,static_raw_fit_pass_ci_low,static_raw_fit_pass_ci_hi,static_e_total_mj_mean,static_e_total_mj_ci_low,static_e_total_mj_ci_hi,static_e_tx_mj_mean,static_e_tx_mj_ci_low,static_e_tx_mj_ci_hi,static_e_rx_mj_mean,static_e_rx_mj_ci_low,static_e_rx_mj_ci_hi,static_e_idle_mj_mean,static_e_idle_mj_ci_low,static_e_idle_mj_ci_hi,static_e_sleep_mj_mean,static_e_sleep_mj_ci_low,static_e_sleep_mj_ci_hi,static_e_retx_mj_mean,static_e_retx_mj_ci_low,static_e_retx_mj_ci_hi,static_retx_energy_pct_mean,static_retx_energy_pct_ci_low,static_retx_energy_pct_ci_hi,static_avg_tx_retries_mean,static_avg_tx_retries_ci_low,static_avg_tx_retries_ci_hi,static_ee_kbit_j_mean,static_ee_kbit_j_ci_low,static_ee_kbit_j_ci_hi,static_e_per_pkt_uj_mean,static_e_per_pkt_uj_ci_low,static_e_per_pkt_uj_ci_hi,static_assoc_mean_ms_mean,static_assoc_mean_ms_ci_low,static_assoc_mean_ms_ci_hi,static_assoc_max_ms_mean,static_assoc_max_ms_ci_low,static_assoc_max_ms_ci_hi,static_assoc_scan_ms_mean,static_assoc_scan_ms_ci_low,static_assoc_scan_ms_ci_hi,static_assoc_auth_ms_mean,static_assoc_auth_ms_ci_low,static_assoc_auth_ms_ci_hi,static_assoc_req_ms_mean,static_assoc_req_ms_ci_low,static_assoc_req_ms_ci_hi,static_assoc_frac_mean,static_assoc_frac_ci_low,static_assoc_frac_ci_hi,laca_pdr_mean,laca_pdr_ci_low,laca_pdr_ci_hi,laca_tput_kbps_mean,laca_tput_kbps_ci_low,laca_tput_kbps_ci_hi,laca_avg_delay_ms_mean,laca_avg_delay_ms_ci_low,laca_avg_delay_ms_ci_hi,laca_p95_delay_ms_mean,laca_p95_delay_ms_ci_low,laca_p95_delay_ms_ci_hi,laca_drop_rate_mean,laca_drop_rate_ci_low,laca_drop_rate_ci_hi,laca_fairness_mean,laca_fairness_ci_low,laca_fairness_ci_hi,laca_col_rate_mean,laca_col_rate_ci_low,laca_col_rate_ci_hi,laca_retry_rate_mean,laca_retry_rate_ci_low,laca_retry_rate_ci_hi,laca_raw_fit_pass_mean,laca_raw_fit_pass_ci_low,laca_raw_fit_pass_ci_hi,laca_e_total_mj_mean,laca_e_total_mj_ci_low,laca_e_total_mj_ci_hi,laca_e_tx_mj_mean,laca_e_tx_mj_ci_low,laca_e_tx_mj_ci_hi,laca_e_rx_mj_mean,laca_e_rx_mj_ci_low,laca_e_rx_mj_ci_hi,laca_e_idle_mj_mean,laca_e_idle_mj_ci_low,laca_e_idle_mj_ci_hi,laca_e_sleep_mj_mean,laca_e_sleep_mj_ci_low,laca_e_sleep_mj_ci_hi,laca_e_retx_mj_mean,laca_e_retx_mj_ci_low,laca_e_retx_mj_ci_hi,laca_retx_energy_pct_mean,laca_retx_energy_pct_ci_low,laca_retx_energy_pct_ci_hi,laca_avg_tx_retries_mean,laca_avg_tx_retries_ci_low,laca_avg_tx_retries_ci_hi,laca_ee_kbit_j_mean,laca_ee_kbit_j_ci_low,laca_ee_kbit_j_ci_hi,laca_e_per_pkt_uj_mean,laca_e_per_pkt_uj_ci_low,laca_e_per_pkt_uj_ci_hi,laca_assoc_mean_ms_mean,laca_assoc_mean_ms_ci_low,laca_assoc_mean_ms_ci_hi,laca_assoc_max_ms_mean,laca_assoc_max_ms_ci_low,laca_assoc_max_ms_ci_hi,laca_assoc_scan_ms_mean,laca_assoc_scan_ms_ci_low,laca_assoc_scan_ms_ci_hi,laca_assoc_auth_ms_mean,laca_assoc_auth_ms_ci_low,laca_assoc_auth_ms_ci_hi,laca_assoc_req_ms_mean,laca_assoc_req_ms_ci_low,laca_assoc_req_ms_ci_hi,laca_assoc_frac_mean,laca_assoc_frac_ci_low,laca_assoc_frac_ci_hi,chang2019_pdr_mean,chang2019_pdr_ci_low,chang2019_pdr_ci_hi,chang2019_tput_kbps_mean,chang2019_tput_kbps_ci_low,chang2019_tput_kbps_ci_hi,chang2019_avg_delay_ms_mean,chang2019_avg_delay_ms_ci_low,chang2019_avg_delay_ms_ci_hi,chang2019_p95_delay_ms_mean,chang2019_p95_delay_ms_ci_low,chang2019_p95_delay_ms_ci_hi,chang2019_drop_rate_mean,chang2019_drop_rate_ci_low,chang2019_drop_rate_ci_hi,chang2019_fairness_mean,chang2019_fairness_ci_low,chang2019_fairness_ci_hi,chang2019_col_rate_mean,chang2019_col_rate_ci_low,chang2019_col_rate_ci_hi,chang2019_retry_rate_mean,chang2019_retry_rate_ci_low,chang2019_retry_rate_ci_hi,chang2019_raw_fit_pass_mean,chang2019_raw_fit_pass_ci_low,chang2019_raw_fit_pass_ci_hi,chang2019_e_total_mj_mean,chang2019_e_total_mj_ci_low,chang2019_e_total_mj_ci_hi,chang2019_e_tx_mj_mean,chang2019_e_tx_mj_ci_low,chang2019_e_tx_mj_ci_hi,chang2019_e_rx_mj_mean,chang2019_e_rx_mj_ci_low,chang2019_e_rx_mj_ci_hi,chang2019_e_idle_mj_mean,chang2019_e_idle_mj_ci_low,chang2019_e_idle_mj_ci_hi,chang2019_e_sleep_mj_mean,chang2019_e_sleep_mj_ci_low,chang2019_e_sleep_mj_ci_hi,chang2019_e_retx_mj_mean,chang2019_e_retx_mj_ci_low,chang2019_e_retx_mj_ci_hi,chang2019_retx_energy_pct_mean,chang2019_retx_energy_pct_ci_low,chang2019_retx_energy_pct_ci_hi,chang2019_avg_tx_retries_mean,chang2019_avg_tx_retries_ci_low,chang2019_avg_tx_retries_ci_hi,chang2019_ee_kbit_j_mean,chang2019_ee_kbit_j_ci_low,chang2019_ee_kbit_j_ci_hi,chang2019_e_per_pkt_uj_mean,chang2019_e_per_pkt_uj_ci_low,chang2019_e_per_pkt_uj_ci_hi,chang2019_assoc_mean_ms_mean,chang2019_assoc_mean_ms_ci_low,chang2019_assoc_mean_ms_ci_hi,chang2019_assoc_max_ms_mean,chang2019_assoc_max_ms_ci_low,chang2019_assoc_max_ms_ci_hi,chang2019_assoc_scan_ms_mean,chang2019_assoc_scan_ms_ci_low,chang2019_assoc_scan_ms_ci_hi,chang2019_assoc_auth_ms_mean,chang2019_assoc_auth_ms_ci_low,chang2019_assoc_auth_ms_ci_hi,chang2019_assoc_req_ms_mean,chang2019_assoc_req_ms_ci_low,chang2019_assoc_req_ms_ci_hi,chang2019_assoc_frac_mean,chang2019_assoc_frac_ci_low,chang2019_assoc_frac_ci_hi,adaptive_pdr_mean,adaptive_pdr_ci_low,adaptive_pdr_ci_hi,adaptive_tput_kbps_mean,adaptive_tput_kbps_ci_low,adaptive_tput_kbps_ci_hi,adaptive_avg_delay_ms_mean,adaptive_avg_delay_ms_ci_low,adaptive_avg_delay_ms_ci_hi,adaptive_p95_delay_ms_mean,adaptive_p95_delay_ms_ci_low,adaptive_p95_delay_ms_ci_hi,adaptive_drop_rate_mean,adaptive_drop_rate_ci_low,adaptive_drop_rate_ci_hi,adaptive_fairness_mean,adaptive_fairness_ci_low,adaptive_fairness_ci_hi,adaptive_col_rate_mean,adaptive_col_rate_ci_low,adaptive_col_rate_ci_hi,adaptive_retry_rate_mean,adaptive_retry_rate_ci_low,adaptive_retry_rate_ci_hi,adaptive_raw_fit_pass_mean,adaptive_raw_fit_pass_ci_low,adaptive_raw_fit_pass_ci_hi,adaptive_e_total_mj_mean,adaptive_e_total_mj_ci_low,adaptive_e_total_mj_ci_hi,adaptive_e_tx_mj_mean,adaptive_e_tx_mj_ci_low,adaptive_e_tx_mj_ci_hi,adaptive_e_rx_mj_mean,adaptive_e_rx_mj_ci_low,adaptive_e_rx_mj_ci_hi,adaptive_e_idle_mj_mean,adaptive_e_idle_mj_ci_low,adaptive_e_idle_mj_ci_hi,adaptive_e_sleep_mj_mean,adaptive_e_sleep_mj_ci_low,adaptive_e_sleep_mj_ci_hi,adaptive_e_retx_mj_mean,adaptive_e_retx_mj_ci_low,adaptive_e_retx_mj_ci_hi,adaptive_retx_energy_pct_mean,adaptive_retx_energy_pct_ci_low,adaptive_retx_energy_pct_ci_hi,adaptive_avg_tx_retries_mean,adaptive_avg_tx_retries_ci_low,adaptive_avg_tx_retries_ci_hi,adaptive_ee_kbit_j_mean,adaptive_ee_kbit_j_ci_low,adaptive_ee_kbit_j_ci_hi,adaptive_e_per_pkt_uj_mean,adaptive_e_per_pkt_uj_ci_low,adaptive_e_per_pkt_uj_ci_hi,adaptive_assoc_mean_ms_mean,adaptive_assoc_mean_ms_ci_low,adaptive_assoc_mean_ms_ci_hi,adaptive_assoc_max_ms_mean,adaptive_assoc_max_ms_ci_low,adaptive_assoc_max_ms_ci_hi,adaptive_assoc_scan_ms_mean,adaptive_assoc_scan_ms_ci_low,adaptive_assoc_scan_ms_ci_hi,adaptive_assoc_auth_ms_mean,adaptive_assoc_auth_ms_ci_low,adaptive_assoc_auth_ms_ci_hi,adaptive_assoc_req_ms_mean,adaptive_assoc_req_ms_ci_low,adaptive_assoc_req_ms_ci_hi,adaptive_assoc_frac_mean,adaptive_assoc_frac_ci_low,adaptive_assoc_frac_ci_hi
100,0.380108,0.372539,0.387677,8.069689,8.057449,8.081929,4418.483424,4079.036241,4757.930608,11930.006902,11284.061215,12575.952589,0.619892,0.612323,0.627461,0.918596,0.833358,1.003835,0.000248,-0.000818,0.001313,0.000248,-0.000818,0.001313,0.07446,0.073539,0.075381,297.570897,296.868715,298.273079,18.519648,18.49401,18.545286,102.234572,102.227434,102.24171,120.710352,120.017443,121.40326,56.106325,56.088921,56.123729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.542268,32.458221,32.626315,31466.790799,31385.568806,31548.012793,1489.626738,1466.178944,1513.074531,1746.810667,1710.779877,1782.841456,7.1,7.1,7.1,750.639244,735.129803,766.148685,731.887493,704.279306,759.495681,1.0,1.0,1.0,0.644953,0.624386,0.66552,13.650489,12.679614,14.621364,405.172057,379.95363,430.390483,1443.707054,1351.365999,1536.048109,0.355047,0.33448,0.375614,0.944453,0.937603,0.951303,0.058591,0.043111,0.07407,0.056849,0.044319,0.06938,0.999802,0.998948,1.000655,311.229519,302.885125,319.573914,32.406704,30.600709,34.212699,102.693124,102.616904,102.769344,120.037633,113.363378,126.711889,56.092058,55.913485,56.27063,1.974,1.609792,2.338208,0.634421,0.51077,0.758072,1.096667,0.894329,1.299004,52.625145,50.299997,54.950294,19462.449036,18609.521082,20315.376991,1616.77316,1582.310746,1651.235574,2127.729778,2008.269318,2247.190238,7.1,7.1,7.1,748.104849,740.059499,756.150199,861.568311,830.962729,892.173893,1.0,1.0,1.0,0.993114,0.986583,0.999646,21.321956,21.277825,21.366086,488.480438,436.062361,540.898516,1691.036813,1383.211034,1998.862591,0.006886,0.000354,0.013417,0.968036,0.954596,0.981475,0.099611,0.059182,0.140039,0.099611,0.059182,0.140039,0.999282,0.997485,1.00108,418.31297,388.617755,448.008185,52.211248,49.647652,54.774844,103.336519,103.332074,103.340964,208.967788,179.506655,238.428921,53.797415,53.058408,54.536422,5.148,3.303684,6.992316,1.229797,0.813549,1.646046,2.86,1.83538,3.88462,61.19767,57.008339,65.387002,16741.223946,15583.37324,17899.074652,1733.343142,1707.224846,1759.461438,2423.296889,2408.232238,2438.36154,7.1,7.1,7.1,750.796147,734.803906,766.788388,975.446996,937.881829,1013.012162,1.0,1.0,1.0,0.994527,0.99,0.999054,21.174044,20.491581,21.856508,608.973336,590.022009,627.924664,2060.486931,1857.950557,2263.023304,0.005473,0.000946,0.01,0.963292,0.949809,0.976776,0.000808,-0.001172,0.002787,0.000808,-0.001172,0.002787,0.763251,0.758086,0.768417,370.88777,363.710167,378.065373,46.199712,44.755401,47.644023,103.324433,103.26622,103.382646,166.487404,160.655588,172.31922,54.876221,54.725971,55.026471,0.042,-0.061272,0.145272,0.011306,-0.016429,0.039041,0.023333,-0.03404,0.080707,68.506381,67.60024,69.412522,14947.795287,14750.002415,15145.58816,1520.871498,1497.087317,1544.655678,1844.948,1783.147073,1906.748927,7.1,7.1,7.1,752.241738,739.987439,764.496037,761.52976,741.773461,781.286059,1.0,1.0,1.0
200,0.374646,0.355759,0.393533,15.951644,15.927165,15.976124,5374.402382,4807.124833,5941.67993,15487.981832,14350.135317,16625.828348,0.625354,0.606467,0.644241,0.813495,0.736662,0.890328,0.000499,-0.000575,0.001574,0.000499,-0.000575,0.001574,0.077993,0.075777,0.080209,319.432965,319.028134,319.837795,18.316584,18.287967,18.345201,102.225211,102.218147,102.232276,143.350201,142.94968,143.750722,55.540969,55.530934,55.551004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.962437,29.881264,30.04361,34176.152401,34083.51874,34268.786062,2982.351302,2967.597604,2997.105001,3489.628444,3470.189805,3509.067084,7.1,7.1,7.1,1506.992044,1499.533043,1514.451045,1468.259258,1456.007228,1480.511288,1.0,1.0,1.0,0.634874,0.624926,0.644822,26.894222,26.770003,27.018441,616.895378,562.248249,671.542508,3237.453245,2571.152573,3903.753918,0.365126,0.355178,0.375074,0.955783,0.95066,0.960905,0.088028,0.053063,0.122994,0.086416,0.052887,0.119945,0.998769,0.997916,0.999622,348.377898,344.170128,352.585667,33.190256,31.651182,34.72933,102.676654,102.672607,102.680701,157.365354,154.573249,160.157459,55.145633,55.071773,55.219494,2.817,1.817323,3.816677,0.808255,0.530333,1.086177,1.565,1.009624,2.120376,46.319502,45.97313,46.665874,22107.452134,21942.387236,22272.517031,3437.661916,3308.108599,3567.215232,4829.617778,4496.326039,5162.909517,7.1,7.1,7.1,1510.269709,1500.097773,1520.441645,1920.292207,1782.791267,2057.793146,1.0,1.0,1.0,0.422487,0.319648,0.525326,18.215822,13.191661,23.239984,1762.648544,1594.014976,1931.282112,5162.398387,4709.162188,5615.634586,0.577513,0.474674,0.680352,0.791748,0.698491,0.885005,0.658236,0.634039,0.682433,0.651065,0.632903,0.669227,0.999951,0.99974,1.000162,642.204642,634.453881,649.955402,66.484832,54.684838,78.284826,102.251042,102.026692,102.475392,425.105695,406.498872,443.712519,48.363072,47.930564,48.795581,38.688,33.306278,44.069722,6.02511,5.135178,6.915042,21.493333,18.503488,24.483179,17.022871,12.196541,21.8492,60659.874459,44131.899897,77187.849021,3635.210173,3583.930882,3686.489464,4922.155556,4889.291358,4955.019753,7.1,7.1,7.1,1510.764722,1495.426051,1526.103394,2117.345451,2061.545132,2173.145771,1.0,1.0,1.0,0.972959,0.969878,0.976041,41.349689,40.500025,42.199353,1284.925431,1080.547407,1489.303455,4596.057068,4014.157671,5177.956464,0.027041,0.023959,0.030122,0.964949,0.95154,0.978358,0.001358,0.000325,0.002391,0.001358,0.000325,0.002391,0.547518,0.504873,0.590163,394.30934,391.234815,397.383866,45.170272,44.33067,46.009874,103.284621,103.247992,103.321249,191.602935,189.218431,193.987439,54.251513,54.189757,54.31327,0.03,0.017091,0.042909,0.007606,0.004396,0.010815,0.016667,0.009495,0.023838,62.919102,62.043454,63.79475,16275.207252,16048.671616,16501.742887,3058.120858,3025.194308,3091.047407,3751.339111,3712.563855,3790.114367,7.1,7.1,7.1,1510.535687,1507.051326,1514.020047,1540.485171,1506.753271,1574.217071,1.0,1.0,1.0
400,0.33105,0.323499,0.3386,28.199822,27.482366,28.917278,5491.356052,5203.867057,5778.845048,16247.294864,15657.802256,16836.787472,0.66895,0.6614,0.676501,0.863817,0.851033,0.8766,0.001833,-0.000495,0.004162,0.001833,-0.000495,0.004162,0.073134,0.071578,0.074691,359.693893,356.829856,362.55793,16.393184,16.004884,16.781484,102.146179,102.128318,102.164041,186.691104,184.065275,189.316932,54.463426,54.3969,54.529952,0.009,-0.010363,0.028363,0.002498,-0.002877,0.007873,0.005,-0.005757,0.015758,23.519643,23.038602,24.000683,43540.045361,42648.855192,44431.23553,6082.353492,5957.177321,6207.529663,7295.836,7198.304319,7393.367681,7.1,7.1,7.1,3038.013868,2980.693801,3095.333935,3037.239624,2967.949801,3106.529448,1.0,1.0,1.0,0.574259,0.565833,0.582685,48.702578,46.972973,50.432183,995.082384,972.150843,1018.013924,4029.110629,3961.097336,4097.123922,0.425741,0.417315,0.434167,0.943991,0.939123,0.948858,0.18996,0.170535,0.209384,0.188885,0.169096,0.208673,0.994724,0.994278,0.99517,427.950528,423.654676,432.246379,34.739632,34.294089,35.185175,102.570133,102.534467,102.605798,237.50199,233.371704,241.632276,53.138773,53.034873,53.242673,6.3705,5.892736,6.848264,1.488533,1.38768,1.589386,3.539167,3.273742,3.804591,34.142012,32.794525,35.489498,29997.448209,28807.274578,31187.621841,7204.340388,7058.768587,7349.912188,10374.067556,10059.669137,10688.465974,7.1,7.1,7.1,3038.996781,2987.242251,3090.751311,4158.243607,4054.444485,4262.042728,1.0,1.0,1.0,0.196443,0.193198,0.199688,16.659911,16.298686,17.021136,1888.231466,1797.406407,1979.056525,5071.148436,4871.022288,5271.274583,0.803557,0.800312,0.806802,0.667925,0.638436,0.697415,0.742309,0.73778,0.746839,0.720419,0.716975,0.723863,1.0,1.0,1.0,901.838823,829.501103,974.176543,45.773924,45.491035,46.056813,101.799777,101.788815,101.810739,713.039218,638.68037,787.398066,41.225904,39.367443,43.084365,30.429,30.209073,30.648927,3.376313,3.121237,3.631389,16.905,16.782818,17.027182,5.546898,4.978128,6.115668,184813.326515,166246.305805,203380.347225,11102.735756,11017.86192,11187.609592,19077.399111,18717.545026,19437.253196,7.1,7.1,7.1,3041.217579,2996.670657,3085.764501,8054.418177,7951.856951,8156.979403,0.998333,0.994748,1.001919,0.716328,0.71004,0.722615,60.771556,60.739173,60.803939,4127.233667,4013.000408,4241.466926,12031.476832,11840.956907,12221.996758,0.283672,0.277385,0.28996,0.906917,0.886362,0.927471,0.002136,0.001224,0.003047,0.002136,0.001224,0.003047,0.222141,0.217207,0.227075,408.548793,405.464843,411.632742,33.61988,33.555273,33.684487,102.826483,102.825315,102.827652,218.487245,215.365275,221.609215,53.615184,53.537019,53.69335,0.0405,-0.021745,0.102745,0.009901,-0.005245,0.025047,0.0225,-0.012081,0.057081,44.625211,44.296223,44.954199,22946.805251,22777.355694,23116.254808,6203.331524,6069.658913,6337.004136,7704.073778,7475.215951,7932.931605,7.1,7.1,7.1,3036.510019,2981.433433,3091.586604,3159.721506,3064.296119,3255.146892,1.0,1.0,1.0
600,0.295528,0.289831,0.301224,37.674667,37.653467,37.695866,5890.005612,5690.933334,6089.07789,16030.704274,15913.785154,16147.623394,0.704472,0.698776,0.710169,0.83873,0.810838,0.866622,0.002833,0.002076,0.003589,0.002833,0.002076,0.003589,0.064237,0.063611,0.064864,405.674776,404.316769,407.032783,14.763323,14.758747,14.767898,102.083262,102.081704,102.084819,235.582003,234.187041,236.976965,53.246189,53.211315,53.281062,0.01,-0.001385,0.021385,0.002466,-0.00035,0.005282,0.005556,-0.000769,0.01188,18.573847,18.520581,18.627112,55131.331953,54973.331546,55289.332359,9198.661987,9118.747485,9278.576488,11163.822667,10975.915836,11351.729497,7.1,7.1,7.1,4567.541972,4525.294008,4609.789936,4624.020015,4574.850777,4673.189253,1.0,1.0,1.0,0.349841,0.341408,0.358273,44.845511,44.158781,45.532241,2593.959906,2503.067224,2684.852589,6784.821683,6519.475851,7050.167515,0.650159,0.641727,0.658592,0.882621,0.880474,0.884768,0.373942,0.367002,0.380883,0.37305,0.366214,0.379886,0.991162,0.98747,0.994854,486.27361,479.995386,492.551835,30.114323,30.030565,30.198081,102.163242,102.156382,102.170101,302.465225,295.979441,308.951008,51.530821,51.368793,51.69285,8.974,8.768219,9.179781,1.845537,1.784365,1.906709,4.985556,4.871233,5.099878,18.444902,18.069633,18.820172,55519.169285,54392.948363,56645.390206,11058.348659,10709.221097,11407.476222,16805.883111,15729.103185,17882.663037,7.1,7.1,7.1,4547.329597,4516.169143,4578.490051,6503.919062,6166.933032,6840.905092,1.0,1.0,1.0,0.112109,0.106791,0.117428,14.270578,14.045888,14.495268,2444.321809,2336.014459,2552.62916,5742.246329,5384.003778,6100.488879,0.887891,0.882572,0.893209,0.713362,0.663926,0.762799,0.737281,0.731395,0.743167,0.710553,0.706325,0.714782,1.0,1.0,1.0,957.627748,949.182096,966.0734,30.694776,30.649454,30.740098,101.653305,101.643902,101.662708,785.830477,777.208977,794.451977,39.44919,39.233565,39.664816,20.672,20.589566,20.754434,2.158693,2.131488,2.185899,11.484444,11.438648,11.530241,2.980423,2.928753,3.032093,343586.589069,337608.166004,349565.012135,17649.376566,16864.096097,18434.657035,30980.257778,29750.163173,32210.352382,7.1,7.1,7.1,4558.149772,4511.249285,4605.050259,13084.126795,12259.459583,13908.794006,0.999444,0.997054,1.001835,0.473411,0.463715,0.483106,59.989333,59.840936,60.137731,6059.141702,4771.927386,7346.356018,17672.18016,12495.513147,22848.847174,0.526589,0.516894,0.536285,0.745757,0.669189,0.822326,0.003207,0.00176,0.004653,0.003207,0.00176,0.004653,0.120645,0.11559,0.1257,429.217826,421.685637,436.750015,22.657117,22.628189,22.686045,102.391649,102.389111,102.394187,251.341267,243.627777,259.054756,52.827793,52.634924,53.020661,0.029,0.020394,0.037606,0.006753,0.004873,0.008633,0.016111,0.01133,0.020892,27.95385,27.429048,28.478651,36633.205243,35943.114686,37323.295799,9403.322765,9285.17983,9521.465699,11771.064889,11511.03104,12031.098738,7.1,7.1,7.1,4551.118565,4510.764474,4591.472656,4845.1042,4740.522454,4949.685945,0.999444,0.997054,1.001835
800,0.300051,0.296648,0.303455,50.980978,50.856759,51.105197,5852.279981,5589.593257,6114.966704,16093.108579,15590.387205,16595.829953,0.699949,0.696545,0.703352,0.812583,0.800445,0.824722,0.004348,0.002731,0.005965,0.004348,0.002731,0.005965,0.069157,0.068784,0.06953,462.441433,456.766709,468.116158,14.9743,14.946413,15.002187,102.090578,102.087543,102.093614,293.580986,287.792207,299.369765,51.795569,51.650748,51.94039,0.0195,0.013045,0.025955,0.004219,0.002767,0.00567,0.010833,0.007247,0.014419,16.536722,16.338822,16.734622,61923.747105,61183.884857,62663.609352,12522.251638,12235.218422,12809.284855,15535.393333,15265.088469,15805.698198,7.1,7.1,7.1,6076.965826,5997.309399,6156.622253,6438.185812,6209.274592,6667.097033,1.0,1.0,1.0,0.227876,0.223705,0.232047,38.929067,38.290608,39.567526,3288.633178,3031.34485,3545.921506,8289.975995,7731.753448,8848.198542,0.772124,0.767953,0.776295,0.791467,0.774876,0.808058,0.412486,0.407551,0.417421,0.411643,0.406299,0.416987,0.987722,0.984921,0.990523,552.130365,544.181522,560.079209,22.715294,22.691734,22.738854,101.936378,101.930208,101.942547,377.809087,369.639553,385.97862,49.669607,49.465382,49.873832,7.8225,7.735484,7.909516,1.416833,1.383745,1.44992,4.345833,4.297491,4.394176,10.576033,10.522233,10.629832,96822.965735,96330.13977,97315.7917,15828.036903,15532.635173,16123.438633,25907.542222,25443.768525,26371.31592,7.1,7.1,7.1,6068.748167,6013.209031,6124.287303,9752.188736,9502.361912,10002.015559,0.999583,0.99779,1.001376,0.079527,0.077064,0.081991,13.519644,13.06381,13.975479,2898.789711,2770.765408,3026.814014,6901.171955,6383.588714,7418.755195,0.920473,0.918009,0.922936,0.729067,0.643991,0.814143,0.706761,0.697872,0.715651,0.684402,0.67793,0.690874,1.0,1.0,1.0,1047.227514,1039.02829,1055.426737,22.961242,22.910736,23.011748,101.607855,101.59647,101.619239,885.683709,877.241374,894.126044,36.974708,36.76368,37.185736,15.372,15.267575,15.476425,1.467894,1.446498,1.48929,8.54,8.481986,8.598014,1.936449,1.886349,1.986548,528841.157704,515204.733969,542477.581438,24171.684401,23790.933688,24552.435113,42487.222222,42463.52786,42510.916585,7.1,7.1,7.1,6078.349412,5986.785911,6169.912913,18086.234988,17696.369977,18476.099999,0.999583,0.99779,1.001376,0.344349,0.337401,0.351297,58.311111,58.181579,58.440643,4931.135791,3563.261408,6299.010174,12846.984989,9379.372867,16314.597111,0.655651,0.648703,0.662599,0.792033,0.763893,0.820172,0.004471,0.002853,0.006089,0.004471,0.002853,0.006089,0.077253,0.073807,0.080698,466.719766,465.050552,468.388981,16.90786,16.899519,16.916201,102.165049,102.162503,102.167595,295.915626,294.200961,297.630291,51.731231,51.688367,51.774096,0.027,0.01582,0.03818,0.005784,0.00341,0.008159,0.015,0.008789,0.021211,18.740766,18.633593,18.847939,54640.436212,54327.940472,54952.931951,12564.400014,12457.746234,12671.053794,15831.955111,15654.682923,16009.2273,7.1,7.1,7.1,6058.975773,6021.614741,6096.336805,6498.324241,6420.448748,6576.199734,1.0,1.0,1.0
