policy,num_stas,packet_interval,n_seeds,pdr_mean,pdr_ci_lo,pdr_ci_hi,tput_kbps_mean,tput_kbps_ci_lo,tput_kbps_ci_hi,avg_delay_ms_mean,avg_delay_ms_ci_lo,avg_delay_ms_ci_hi,p95_delay_ms_mean,p95_delay_ms_ci_lo,p95_delay_ms_ci_hi,drop_rate_mean,drop_rate_ci_lo,drop_rate_ci_hi,fairness_mean,fairness_ci_lo,fairness_ci_hi,col_rate_mean,col_rate_ci_lo,col_rate_ci_hi,retry_rate_mean,retry_rate_ci_lo,retry_rate_ci_hi,raw_fit_pass_mean,raw_fit_pass_ci_lo,raw_fit_pass_ci_hi,assoc_mean_ms_mean,assoc_mean_ms_ci_lo,assoc_mean_ms_ci_hi,assoc_max_ms_mean,assoc_max_ms_ci_lo,assoc_max_ms_ci_hi,assoc_scan_ms_mean,assoc_scan_ms_ci_lo,assoc_scan_ms_ci_hi,assoc_auth_ms_mean,assoc_auth_ms_ci_lo,assoc_auth_ms_ci_hi,assoc_req_ms_mean,assoc_req_ms_ci_lo,assoc_req_ms_ci_hi,assoc_frac_mean,assoc_frac_ci_lo,assoc_frac_ci_hi,e_total_mj_mean,e_total_mj_ci_lo,e_total_mj_ci_hi,e_tx_mj_mean,e_tx_mj_ci_lo,e_tx_mj_ci_hi,e_rx_mj_mean,e_rx_mj_ci_lo,e_rx_mj_ci_hi,e_idle_mj_mean,e_idle_mj_ci_lo,e_idle_mj_ci_hi,e_sleep_mj_mean,e_sleep_mj_ci_lo,e_sleep_mj_ci_hi,e_retx_mj_mean,e_retx_mj_ci_lo,e_retx_mj_ci_hi,retx_energy_pct_mean,retx_energy_pct_ci_lo,retx_energy_pct_ci_hi,avg_tx_retries_mean,avg_tx_retries_ci_lo,avg_tx_retries_ci_hi,ee_kbit_j_mean,ee_kbit_j_ci_lo,ee_kbit_j_ci_hi,e_per_pkt_uj_mean,e_per_pkt_uj_ci_lo,e_per_pkt_uj_ci_hi
cluster_adaptive,500,3.0,3,0.166233,0.160496,0.171971,28.370489,27.391317,29.34966,4141.620686,4016.406799,4266.834573,9543.13114,8857.523711,10228.738569,0.833767,0.828029,0.839504,0.615593,0.603234,0.627951,0.515378,0.505046,0.52571,0.514654,0.505017,0.524291,1.0,1.0,1.0,29490.218309,29028.628335,29951.808283,50159.259111,48733.995751,51584.522471,12751.439592,12746.26159,12756.617594,7777.030017,7455.062459,8098.997575,8952.053875,8783.855696,9120.252053,1.0,1.0,1.0,856.664417,848.468492,864.860343,31.804963,31.744388,31.865538,102.743318,102.734555,102.752081,680.033906,671.570513,688.497299,42.08223,41.870777,42.293683,13.908624,13.632117,14.185131,1.623604,1.584249,1.662958,9.943333,9.727534,10.159133,7.948175,7.684351,8.212,128849.855581,124594.672005,133105.039158
laca,500,3.0,3,0.155817,0.154432,0.157202,26.592711,26.356324,26.829098,5027.660672,4942.686146,5112.635197,11784.90839,11208.423925,12361.392856,0.844183,0.842798,0.845568,0.673053,0.649719,0.696387,0.5021,0.497538,0.506662,0.501264,0.496313,0.506216,0.984125,0.978545,0.989705,31395.87692,30524.162249,32267.591591,49362.313778,48023.061999,50701.565557,12751.739048,12745.578947,12757.899149,8876.24962,8380.544586,9371.954655,9752.934689,9266.959748,10238.909629,1.0,1.0,1.0,895.790408,879.127978,912.452837,29.23865,29.168451,29.308848,102.740634,102.714207,102.767061,722.790662,705.691419,739.889906,41.020461,40.59287,41.448053,12.39985,12.240361,12.559338,1.384306,1.346101,1.422511,9.215333,9.167589,9.263077,7.124937,6.999354,7.25052,143725.408302,141183.56875,146267.247855
chang2019,500,3.0,3,0.080033,0.067158,0.092909,13.659022,11.461571,15.856473,3420.289215,2787.706137,4052.872293,7384.535736,5739.296586,9029.774887,0.919967,0.907091,0.932842,0.507507,0.481408,0.533607,0.672109,0.638493,0.705725,0.654001,0.630923,0.67708,1.0,1.0,1.0,39247.466091,20920.837018,57574.095163,60990.998667,41639.455214,80342.542119,12751.126071,12744.371998,12757.880144,14013.137532,607.025042,27419.250021,12432.891988,7557.782046,17308.001929,1.0,1.0,1.0,1387.438171,1151.209077,1623.667266,33.660131,33.379598,33.940665,102.502313,102.330676,102.67395,1222.764984,980.398408,1465.13156,28.510743,22.450896,34.570591,22.312147,21.545742,23.078552,1.613999,1.296145,1.931854,14.873333,14.674069,15.072597,2.363141,2.341723,2.384558,433325.466703,429390.172401,437260.761006
etaroa,500,3.0,3,0.169883,0.164233,0.175534,28.993422,28.02905,29.957794,4159.037986,3941.571408,4376.504565,9294.249171,8484.736675,10103.761666,0.830117,0.824466,0.835767,0.639633,0.616652,0.662614,0.518311,0.511466,0.525155,0.517319,0.511247,0.523391,1.0,1.0,1.0,35506.4805,33119.460564,37893.500435,60245.804889,54991.575566,65500.034212,12750.816848,12747.131322,12754.502374,10721.328651,9667.872926,11774.784375,12013.112112,10554.734813,13471.489411,1.0,1.0,1.0,971.233739,925.281923,1017.185556,32.472746,32.300408,32.645083,102.813129,102.78102,102.845237,796.786877,749.661459,843.912296,39.160988,37.982682,40.339294,13.995219,13.718086,14.272352,1.441452,1.346741,1.536162,10.126667,9.871839,10.381494,7.165057,7.049292,7.280822,142919.872517,140602.863415,145236.881618
no_raw,500,4.0,3,0.0314,0.030524,0.032276,4.0192,3.907022,4.131378,2702.959978,2606.977017,2798.94294,4862.291954,4792.753358,4931.830551,0.9686,0.967724,0.969476,0.954969,0.881863,1.028075,0.98298,0.979937,0.986023,0.863416,0.860572,0.86626,1.0,1.0,1.0,7901.987922,-4357.733981,20161.709825,100685.794222,77453.094575,123918.49387,1498.749717,1432.987219,1564.512215,435.660096,241.57975,629.740442,5964.833256,-6123.052474,18052.718987,0.1,0.095031,0.104969,2502.905526,2502.818093,2502.992959,38.538598,38.41906,38.658137,101.338991,101.308826,101.369157,2363.027936,2363.02253,2363.033343,0.0,0.0,0.0,31.97113,31.922618,32.019641,1.277361,1.275466,1.279256,48.372,47.657115,49.086885,0.385395,0.374631,0.396159,2657237.213699,2582612.029032,2731862.398367
static,500,4.0,3,0.218,0.215652,0.220348,27.904,27.603443,28.204557,4021.326998,3935.778527,4106.875469,9753.819084,9226.234375,10281.403793,0.782,0.779652,0.784348,0.656139,0.641069,0.671209,0.52656,0.52275,0.530371,0.525894,0.522198,0.52959,1.0,1.0,1.0,24510.126071,23708.507675,25311.744467,51827.238667,50446.324843,53208.152491,12751.388935,12744.062238,12758.715632,4976.979826,4611.880264,5342.079388,6775.854031,6281.107737,7270.600325,1.0,1.0,1.0,764.219263,750.498118,777.940408,32.438733,32.292179,32.585287,102.733437,102.687792,102.779081,584.580202,570.43322,598.727183,44.466892,44.113204,44.820579,14.339491,13.997451,14.681531,1.876468,1.807948,1.944988,10.152667,10.033384,10.271949,8.763588,8.524951,9.002225,116856.457638,113681.552617,120031.362659
adaptive,500,4.0,3,0.224822,0.222426,0.227219,28.777244,28.47052,29.083969,3644.41881,3598.24373,3690.59389,8758.345231,8372.8471,9143.843363,0.775178,0.772781,0.777574,0.677935,0.657775,0.698095,0.518101,0.515262,0.52094,0.517322,0.514336,0.520307,1.0,1.0,1.0,34870.891748,34385.417291,35356.366206,59001.114222,58997.274264,59004.954181,12751.081252,12744.807435,12757.355069,10348.86423,10170.505952,10527.222509,11760.030717,11286.043401,12234.018034,1.0,1.0,1.0,958.943561,949.364856,968.522265,32.380592,32.292728,32.468456,102.80119,102.784716,102.817665,784.287965,774.404416,794.171515,39.473813,39.226798,39.720828,13.843523,13.740507,13.946539,1.443649,1.418533,1.468766,9.986,9.972854,9.999146,7.20224,7.169626,7.234853,142178.313855,141533.978904,142822.648805
cluster_csv,500,4.0,3,0.203289,0.200362,0.206216,26.020978,25.646317,26.395639,4063.114344,3858.350466,4267.878223,10902.606293,9930.809981,11874.402605,0.796711,0.793784,0.799638,0.593307,0.580685,0.60593,0.509199,0.504227,0.514171,0.508229,0.503493,0.512966,1.0,1.0,1.0,31141.68874,30739.446972,31543.930509,49088.114222,47607.578824,50568.649621,12751.370865,12746.305669,12756.436061,8786.176308,8642.181407,8930.171208,9591.922557,9244.750934,9939.09418,1.0,1.0,1.0,886.867207,878.789795,894.944618,29.315386,29.202235,29.428536,102.714108,102.693316,102.734901,713.587163,705.431722,721.742605,41.25055,41.04623,41.45487,12.632794,12.398661,12.866926,1.424421,1.40656,1.442283,9.293333,9.125842,9.460825,7.041778,6.904041,7.179515,145423.845001,142573.483294,148274.206708
cluster_adaptive,500,4.0,3,0.214556,0.209077,0.220034,27.463111,26.76181,28.164412,3608.409337,3482.510058,3734.308617,8849.31845,8275.031023,9423.605877,0.785444,0.779966,0.790923,0.651404,0.62576,0.677048,0.518489,0.508722,0.528256,0.51786,0.508194,0.527526,1.0,1.0,1.0,28160.607857,27832.121055,28489.094659,48015.411111,47896.032326,48134.789897,12751.341916,12745.98416,12756.699671,7187.577703,6898.79731,7476.358096,8212.483423,8102.602146,8322.3647,1.0,1.0,1.0,830.730716,823.499582,837.961851,31.516432,31.278735,31.754129,102.723781,102.705933,102.741629,653.750222,646.264271,661.236173,42.740281,42.553235,42.927328,13.741382,13.572511,13.910254,1.65413,1.642317,1.665943,9.852,9.700394,10.003606,7.934127,7.755437,8.112817,129069.791289,126163.430072,131976.152506
laca,500,4.0,3,0.205067,0.202355,0.207778,26.248533,25.90148,26.595587,4436.9745,4259.667606,4614.281395,10903.660435,9881.570191,11925.750679,0.794933,0.792222,0.797645,0.682885,0.678199,0.687572,0.506021,0.501586,0.510456,0.50547,0.500432,0.510508,0.982718,0.977349,0.988087,30419.609076,29536.233284,31302.984867,49297.087111,47402.81945,51191.354772,12751.156491,12744.708836,12757.604145,8365.74971,7766.650995,8964.848426,9293.898396,8890.455947,9697.340844,1.0,1.0,1.0,877.497375,860.422338,894.572413,29.30047,29.225127,29.375814,102.722596,102.706589,102.738604,703.983699,686.482538,721.48486,41.490609,41.053108,41.92811,12.314845,12.108467,12.521223,1.403414,1.398086,1.408742,9.106,9.005515,9.206485,7.179602,6.944308,7.414896,142642.756071,137991.145918,147294.366225
chang2019,500,4.0,3,0.102244,0.090218,0.11427,13.087289,11.547962,14.626616,3060.121469,2656.286991,3463.955946,7134.161407,6030.582385,8237.74043,0.897756,0.88573,0.909782,0.582428,0.539921,0.624935,0.677125,0.651697,0.702553,0.659922,0.641999,0.677846,1.0,1.0,1.0,38955.503701,22405.061378,55505.946024,60310.863111,41013.465637,79608.260585,12751.325796,12745.31114,12757.340453,13856.8716,2284.876751,25428.866449,12307.203956,7343.982372,17270.425539,1.0,1.0,1.0,1387.828113,1172.542153,1603.114074,33.742438,33.561305,33.923572,102.483034,102.312536,102.653532,1223.100355,1002.288849,1443.911861,28.502286,22.981139,34.023433,22.578573,22.017649,23.139497,1.631659,1.347549,1.91577,15.0,14.892511,15.107489,2.264593,2.181969,2.347218,452243.790498,435625.016922,468862.564074
etaroa,500,4.0,3,0.223333,0.213263,0.233404,28.586667,27.297663,29.87567,3576.98691,3389.331677,3764.642142,8626.919082,7846.871126,9406.967038,0.776667,0.766596,0.786737,0.679382,0.674382,0.684382,0.520985,0.510568,0.531402,0.520162,0.510421,0.529903,1.0,1.0,1.0,35195.961471,34937.278139,35454.644804,60153.722222,58724.200558,61583.243886,12750.721338,12744.505194,12756.937482,10433.56854,10041.174694,10825.962385,11990.628115,11635.766744,12345.489485,1.0,1.0,1.0,965.408633,961.474719,969.342547,32.5188,32.50366,32.53394,102.805854,102.795391,102.816317,790.772706,786.732648,794.812765,39.311273,39.210233,39.412313,14.026518,13.662788,14.390249,1.452927,1.409959,1.495895,10.112667,9.869946,10.355387,7.10661,6.791552,7.421668,144121.800015,137733.401439,150510.198591
no_raw,500,5.0,3,0.042556,0.042125,0.042987,4.357689,4.313558,4.40182,2488.774569,2396.884176,2580.664963,4835.423356,4691.495883,4979.350829,0.957444,0.957013,0.957875,0.989922,0.986726,0.993118,0.980297,0.979163,0.981432,0.862942,0.861364,0.864519,1.0,1.0,1.0,2864.037541,2452.572117,3275.502965,5035.36,4216.465051,5854.254949,1745.208585,1733.736458,1756.680712,499.08403,343.897909,654.27015,617.457548,375.947319,858.967778,0.12,0.12,0.12,2502.962712,2502.91585,2503.009573,38.588877,38.531034,38.64672,101.357435,101.350659,101.36421,2363.0164,2363.012136,2363.020665,0.0,0.0,0.0,31.899933,31.802367,31.997499,1.274487,1.270613,1.278361,46.394,45.756168,47.031832,0.417843,0.413616,0.42207,2450708.57679,2425961.511573,2475455.642007
static,500,5.0,3,0.268194,0.265565,0.270824,27.463111,27.193839,27.732383,3718.529712,3544.472957,3892.586466,9390.472324,8629.625536,10151.319113,0.731806,0.729176,0.734435,0.709337,0.657858,0.760816,0.527851,0.525345,0.530357,0.52721,0.524182,0.530237,1.0,1.0,1.0,24280.697981,23611.677021,24949.718942,52086.120889,49596.276332,54575.965446,12751.301956,12744.019638,12758.584275,4911.169058,4524.032598,5298.305517,6608.829141,6319.877396,6897.780886,1.0,1.0,1.0,759.388912,747.517808,771.260016,32.441629,32.294211,32.589047,102.729775,102.708974,102.750577,579.626759,567.317839,591.935679,44.590749,44.283301,44.898198,14.479091,14.353333,14.604849,1.906755,1.860466,1.953044,10.242667,10.236929,10.248404,8.679635,8.615864,8.743406,117977.998069,117112.431522,118843.564616
adaptive,500,5.0,3,0.273972,0.266311,0.281633,28.054756,27.270272,28.839239,3400.626707,3325.829017,3475.424397,8576.816859,8105.671373,9047.962346,0.726028,0.718367,0.733689,0.718008,0.712366,0.72365,0.521114,0.519283,0.522945,0.5201,0.518374,0.521826,1.0,1.0,1.0,34745.473565,33615.586397,35875.360734,61058.680889,56760.195987,65357.165791,12751.576416,12744.141113,12759.011719,10275.983108,9829.89994,10722.066275,11691.20828,10816.624642,12565.791918,1.0,1.0,1.0,956.120819,935.742006,976.499632,32.309379,32.097884,32.520874,102.824691,102.770075,102.879306,781.441773,760.469668,802.413877,39.544976,39.020605,40.069347,13.993718,13.814618,14.172819,1.463628,1.445786,1.48147,10.172667,9.877696,10.467638,7.042864,6.711957,7.37377,145430.334024,138547.784522,152312.883527
cluster_csv,500,5.0,3,0.248167,0.239332,0.257001,25.412267,24.507609,26.316925,3776.536415,3675.030153,3878.042677,10627.871484,9943.05711,11312.685858,0.751833,0.742999,0.760668,0.633167,0.601437,0.664898,0.511001,0.506982,0.515021,0.510035,0.505783,0.514286,1.0,1.0,1.0,31191.031119,30605.856848,31776.205391,50145.822222,49440.07188,50851.572564,12750.749277,12745.189598,12756.308957,8763.423594,8148.353584,9378.493603,9663.091404,9441.470853,9884.711956,1.0,1.0,1.0,886.842787,875.359342,898.326232,29.128896,29.00155,29.256242,102.730044,102.703795,102.756293,713.736645,701.887493,725.585796,41.247202,40.9511,41.543305,12.777715,12.461864,13.093567,1.440861,1.392781,1.488942,9.432,9.132104,9.731896,6.877146,6.648222,7.106071,148916.695033,143986.127703,153847.262362
cluster_adaptive,500,5.0,3,0.262472,0.259371,0.265573,26.877156,26.559632,27.194679,3420.566134,3286.145593,3554.986674,8714.856803,7746.806515,9682.907091,0.737528,0.734427,0.740629,0.698777,0.673098,0.724457,0.520394,0.515529,0.525258,0.519812,0.515221,0.524403,1.0,1.0,1.0,27422.016289,26087.402897,28756.629681,48028.260444,44953.462255,51103.058634,12751.345716,12745.708281,12756.98315,6791.004156,6092.058415,7489.949896,7871.790435,7218.333854,8525.247015,1.0,1.0,1.0,816.457921,791.013088,841.902755,31.303501,31.01777,31.589231,102.716394,102.662897,102.769891,639.336758,612.996314,665.677201,43.101269,42.443242,43.759296,13.858662,13.76439,13.952935,1.697593,1.642742,1.752445,9.904,9.746015,10.061985,7.901716,7.570511,8.232922,129616.599174,124205.219392,135027.978955
laca,500,5.0,3,0.253444,0.249407,0.257482,25.952711,25.539272,26.36615,4072.965208,3858.037377,4287.893038,10322.547602,9591.987972,11053.107232,0.746556,0.742518,0.750593,0.714952,0.680931,0.748973,0.506308,0.498045,0.514572,0.505602,0.496696,0.514508,0.982442,0.980561,0.984323,30204.578971,29547.83989,30861.318051,49151.036889,47307.983765,50994.090013,12751.178743,12747.066085,12755.291401,8311.82778,7846.768804,8776.886757,9128.828418,8784.053033,9473.603803,1.0,1.0,1.0,873.040506,860.822475,885.258538,29.270182,29.211773,29.328592,102.725684,102.703708,102.74766,699.440389,686.901723,711.979055,41.604251,41.290689,41.917814,12.323315,12.131168,12.515462,1.411586,1.375653,1.447519,9.154667,9.09882,9.210514,7.134549,7.000363,7.268736,143532.436241,140824.902093,146239.970389
chang2019,500,5.0,3,0.126056,0.11146,0.140651,12.908089,11.413498,14.402679,2789.922899,2746.404944,2833.440853,6658.458903,4980.399579,8336.518227,0.873944,0.859349,0.88854,0.644672,0.611592,0.677752,0.679659,0.650813,0.708506,0.663467,0.643851,0.683082,1.0,1.0,1.0,37952.887274,22442.737268,53463.037279,59154.584889,45565.620279,72743.549499,12751.740607,12745.776576,12757.704638,13322.518858,2225.614789,24419.422926,11856.664779,7472.624026,16240.705531,1.0,1.0,1.0,1376.302189,1178.363929,1574.240449,33.806726,33.457092,34.156361,102.466482,102.320397,102.612567,1211.229981,1008.020237,1414.439725,28.799,23.718515,33.879485,22.796698,22.098991,23.494404,1.660741,1.379523,1.941959,15.050667,14.948557,15.152777,2.2519,2.181719,2.322082,454774.679572,440622.868311,468926.490834
etaroa,500,5.0,3,0.270917,0.264744,0.277089,27.741867,27.109775,28.373959,3340.070859,3182.854429,3497.287288,8457.182263,7930.488952,8983.875575,0.729083,0.722911,0.735256,0.712834,0.671949,0.753719,0.525829,0.517036,0.534623,0.525203,0.516065,0.534341,1.0,1.0,1.0,34789.131422,34043.070671,35535.192173,60844.196444,59060.377788,62628.015101,12750.854478,12746.764087,12754.944869,10256.864718,9782.60777,10731.121667,11767.662579,11507.170822,12028.154337,1.0,1.0,1.0,957.2681,945.538219,968.997981,32.48088,32.243235,32.718525,102.812843,102.770692,102.854994,782.455115,770.245999,794.664231,39.519262,39.21431,39.824213,14.30271,13.873091,14.73233,1.494196,1.432052,1.55634,10.338,10.116852,10.559148,6.955234,6.834395,7.076072,147232.048427,144682.526485,149781.570369
