policy,num_stas,packet_interval,n_seeds,pdr_mean,pdr_ci_lo,pdr_ci_hi,tput_kbps_mean,tput_kbps_ci_lo,tput_kbps_ci_hi,avg_delay_ms_mean,avg_delay_ms_ci_lo,avg_delay_ms_ci_hi,p95_delay_ms_mean,p95_delay_ms_ci_lo,p95_delay_ms_ci_hi,drop_rate_mean,drop_rate_ci_lo,drop_rate_ci_hi,fairness_mean,fairness_ci_lo,fairness_ci_hi,col_rate_mean,col_rate_ci_lo,col_rate_ci_hi,retry_rate_mean,retry_rate_ci_lo,retry_rate_ci_hi,raw_fit_pass_mean,raw_fit_pass_ci_lo,raw_fit_pass_ci_hi,assoc_mean_ms_mean,assoc_mean_ms_ci_lo,assoc_mean_ms_ci_hi,assoc_max_ms_mean,assoc_max_ms_ci_lo,assoc_max_ms_ci_hi,assoc_scan_ms_mean,assoc_scan_ms_ci_lo,assoc_scan_ms_ci_hi,assoc_auth_ms_mean,assoc_auth_ms_ci_lo,assoc_auth_ms_ci_hi,assoc_req_ms_mean,assoc_req_ms_ci_lo,assoc_req_ms_ci_hi,assoc_frac_mean,assoc_frac_ci_lo,assoc_frac_ci_hi,e_total_mj_mean,e_total_mj_ci_lo,e_total_mj_ci_hi,e_tx_mj_mean,e_tx_mj_ci_lo,e_tx_mj_ci_hi,e_rx_mj_mean,e_rx_mj_ci_lo,e_rx_mj_ci_hi,e_idle_mj_mean,e_idle_mj_ci_lo,e_idle_mj_ci_hi,e_sleep_mj_mean,e_sleep_mj_ci_lo,e_sleep_mj_ci_hi,e_retx_mj_mean,e_retx_mj_ci_lo,e_retx_mj_ci_hi,retx_energy_pct_mean,retx_energy_pct_ci_lo,retx_energy_pct_ci_hi,avg_tx_retries_mean,avg_tx_retries_ci_lo,avg_tx_retries_ci_hi,ee_kbit_j_mean,ee_kbit_j_ci_lo,ee_kbit_j_ci_hi,e_per_pkt_uj_mean,e_per_pkt_uj_ci_lo,e_per_pkt_uj_ci_hi
cluster_adaptive,400,5.0,3,0.388924,0.375207,0.40264,31.860622,30.736972,32.984272,2963.121548,2852.617926,3073.625171,7346.612578,6762.619051,7930.606105,0.611076,0.59736,0.624793,0.781795,0.753365,0.810225,0.509654,0.503617,0.515691,0.509063,0.503898,0.514228,1.0,1.0,1.0,21520.769557,20062.210774,22979.328339,39321.139111,38521.602557,40120.675665,10251.856212,10251.650638,10252.061786,5225.45617,4367.084757,6083.827583,6034.319397,5450.861019,6617.777774,1.0,1.0,1.0,734.944064,709.331627,760.556501,41.848368,41.245014,42.451722,102.956798,102.92161,102.991985,544.703016,517.906813,571.499218,45.435882,44.767233,46.104532,17.395156,17.068861,17.721451,2.367152,2.279621,2.454683,11.949167,11.603008,12.295325,13.008621,12.116918,13.900324,78757.350771,73310.987214,84203.714327
laca,400,5.0,3,0.348125,0.345243,0.351007,28.5184,28.28233,28.75447,3618.48602,3450.846383,3786.125656,8887.860125,8461.468285,9314.251966,0.651875,0.648993,0.654757,0.758806,0.727831,0.78978,0.49555,0.489532,0.501568,0.495151,0.489445,0.500856,0.988293,0.983934,0.992652,22245.719051,21874.133056,22617.305046,37124.103556,36427.37787,37820.829241,10251.712044,10251.011161,10252.412928,5682.91504,5446.99023,5918.83985,6306.049513,6176.72722,6435.371806,1.0,1.0,1.0,752.47995,745.581742,759.378158,36.606784,36.500487,36.713081,102.854871,102.837147,102.872595,568.153287,561.153962,575.152612,44.865008,44.689779,45.040236,14.531636,14.222369,14.840903,1.931143,1.907479,1.954807,10.269167,10.034767,10.503566,11.369952,11.176628,11.563276,90064.761799,88531.994834,91597.528763
chang2019,400,5.0,3,0.16934,0.165246,0.173435,13.872356,13.536936,14.207775,2463.126101,2320.098065,2606.154138,5534.225837,5220.715938,5847.735735,0.83066,0.826565,0.834754,0.706531,0.658536,0.754525,0.698566,0.696312,0.700819,0.682597,0.67969,0.685503,1.0,1.0,1.0,33195.318599,32025.236539,34365.400658,51720.381778,47098.432093,56342.331463,10250.988459,10249.621923,10252.354994,12993.565481,11889.830563,14097.300399,9923.46426,9422.647936,10424.280584,1.0,1.0,1.0,1319.428279,1298.965655,1339.890904,42.9693,42.827058,43.111542,102.556892,102.523507,102.590277,1143.434377,1122.616596,1164.252159,30.46771,29.94664,30.98878,29.187484,29.059134,29.315834,2.212185,2.17869,2.24568,18.6475,18.576958,18.718042,3.154198,3.084935,3.223462,324663.673919,317498.073542,331829.274297
etaroa,400,5.0,3,0.382361,0.37425,0.390472,31.323022,30.658577,31.987467,2956.771453,2762.373907,3151.168998,7321.039658,6637.329894,8004.749422,0.617639,0.609528,0.62575,0.772591,0.756311,0.788872,0.512704,0.507413,0.517995,0.512238,0.506761,0.517714,1.0,1.0,1.0,25793.4353,23835.879558,27750.991042,46509.183111,42099.751679,50918.614543,10251.514214,10249.669611,10253.358818,7145.816362,6023.230647,8268.402078,8387.643847,7522.607989,9252.679704,1.0,1.0,1.0,815.816722,779.246258,852.387187,41.184464,41.115447,41.253481,102.976171,102.919214,103.033128,628.308659,590.783875,665.833443,43.347429,42.409074,44.285785,16.8495,16.750375,16.948625,2.06575,1.983609,2.147891,11.620833,11.360842,11.880825,11.52206,10.766829,12.277291,88914.695641,83024.441333,94804.949949
no_raw,600,5.0,3,0.033056,0.030479,0.035632,4.061867,3.745288,4.378445,2398.318352,2315.125456,2481.511248,4797.155336,4743.58782,4850.722853,0.966944,0.964368,0.969521,0.972777,0.931697,1.013856,0.980616,0.978493,0.982739,0.864308,0.862763,0.865852,1.0,1.0,1.0,5770.886574,-260.912515,11802.685663,77915.585333,-79042.328112,234873.498778,1787.081702,1647.466497,1926.696907,488.398878,379.327057,597.470699,3493.260453,-2561.4011,9547.922006,0.102222,0.09266,0.111784,2497.134956,2497.059816,2497.210095,32.052395,31.959462,32.145328,101.331528,101.31426,101.348796,2363.751033,2363.743327,2363.75874,0.0,0.0,0.0,26.497528,26.413286,26.58177,1.061117,1.057749,1.064485,40.108333,38.992016,41.224651,0.325322,0.299973,0.350671,3149683.150731,2908062.815707,3391303.485756
static,600,5.0,3,0.211806,0.207451,0.21616,26.026667,25.491611,26.561723,3711.104287,3658.60657,3763.602005,9284.873016,8992.323969,9577.422062,0.788194,0.78384,0.792549,0.680095,0.654624,0.705566,0.515287,0.508295,0.52228,0.514619,0.507708,0.52153,1.0,1.0,1.0,33929.52799,32085.263403,35773.792578,71651.725333,67305.891424,75997.559243,15250.640987,15241.13727,15260.144704,7594.813003,7346.062052,7843.563954,11073.973794,9453.116293,12694.831295,1.0,1.0,1.0,918.309184,884.188239,952.430128,26.593291,26.417765,26.768816,102.686429,102.629388,102.74347,748.647642,713.530423,783.76486,40.381822,39.503919,41.259726,11.899237,11.600536,12.197939,1.296089,1.217319,1.374859,8.912222,8.834281,8.990163,5.668848,5.536019,5.801677,180647.090788,176404.673813,184889.507762
adaptive,600,5.0,3,0.208935,0.203744,0.214126,25.673956,25.036083,26.311828,3660.002417,3570.670424,3749.33441,9429.881176,9122.909115,9736.853237,0.791065,0.785874,0.796256,0.661607,0.652315,0.670899,0.526022,0.523062,0.528982,0.525448,0.522365,0.528531,1.0,1.0,1.0,41841.898531,40835.836491,42847.960571,72156.012,67008.817045,77303.206955,15249.807279,15240.397264,15259.217293,12469.527779,11922.386579,13016.66898,14110.931122,13213.708795,15008.15345,1.0,1.0,1.0,1072.190828,1053.730468,1090.651189,26.627149,26.605344,26.648954,102.68004,102.653757,102.706322,906.446839,887.55148,925.342199,36.4368,35.964199,36.9094,12.141371,11.989485,12.293256,1.132441,1.102364,1.162517,9.05,8.945006,9.154994,4.789352,4.608408,4.970297,213840.8013,205706.915571,221974.687028
cluster_csv,600,5.0,3,0.212338,0.210698,0.213978,26.092089,25.890599,26.293579,3929.776614,3882.713101,3976.840127,10730.712171,10492.489385,10968.934957,0.787662,0.786022,0.789302,0.608122,0.595689,0.620555,0.515755,0.512349,0.519161,0.515062,0.511356,0.518767,1.0,1.0,1.0,38795.420885,37686.607126,39904.234645,66011.112444,60555.637713,71466.587176,15250.161919,15243.024939,15257.2989,10839.34168,10060.326799,11618.356561,12697.391262,11891.630597,13503.151927,1.0,1.0,1.0,1015.859086,994.739894,1036.978279,26.278187,26.175379,26.380995,102.683086,102.630661,102.73551,849.024511,827.391743,870.657279,37.873303,37.332342,38.414263,11.810544,11.561198,12.05989,1.162617,1.157055,1.168179,8.905556,8.694049,9.117062,5.137278,4.991286,5.28327,199344.701154,193695.359747,204994.042561
cluster_adaptive,600,5.0,3,0.214931,0.21397,0.215891,26.410667,26.292632,26.528702,3684.495664,3518.430011,3850.561316,9605.08981,9255.038819,9955.140801,0.785069,0.784109,0.78603,0.670209,0.624478,0.715939,0.525301,0.524717,0.525885,0.524659,0.524359,0.524959,1.0,1.0,1.0,34339.151065,34112.608315,34565.693816,65618.154667,60915.154201,70321.155133,15250.299156,15240.620553,15259.97776,8666.067199,8435.795221,8896.339177,10415.633619,10230.429836,10600.837402,1.0,1.0,1.0,930.741308,925.991396,935.491219,27.20836,26.868288,27.548432,102.65236,102.647855,102.656865,760.804111,755.991761,765.616461,40.076477,39.956016,40.196938,12.385971,12.133113,12.638828,1.330758,1.307233,1.354284,9.113889,8.919576,9.308202,5.675204,5.638285,5.712124,180434.855978,179259.653187,181610.058769
laca,600,5.0,3,0.194352,0.191856,0.196848,23.881956,23.575231,24.18868,4568.136117,4487.265483,4649.006751,12115.421375,11736.86242,12493.980331,0.805648,0.803152,0.808144,0.682476,0.666822,0.698131,0.509552,0.507271,0.511833,0.508872,0.506148,0.511596,0.980551,0.976544,0.984558,37074.64045,35827.906328,38321.374573,60271.864,58875.730338,61667.997662,15250.621859,15241.813176,15259.430541,10425.475684,9849.882012,11001.069355,11386.534941,10721.730976,12051.338906,1.0,1.0,1.0,983.013931,959.967803,1006.060058,24.321344,24.249952,24.392736,102.639054,102.604533,102.673574,817.383412,793.714239,841.052584,38.670121,38.07832,39.261923,10.753589,10.677125,10.830054,1.094025,1.060593,1.127458,8.335556,8.251886,8.419225,4.85934,4.691378,5.027303,210755.492651,203441.053738,218069.931565
chang2019,600,5.0,3,0.099514,0.089826,0.109201,12.228267,11.037871,13.418663,3225.891559,3142.135729,3309.647389,8373.677099,6418.658767,10328.695432,0.900486,0.890799,0.910174,0.626791,0.5369,0.716682,0.659105,0.635983,0.682227,0.645606,0.631813,0.6594,1.0,1.0,1.0,43538.90292,25606.754107,61471.051733,67778.959111,51167.950432,84389.967791,15250.530132,15242.242897,15258.817367,14700.245382,2191.797752,27208.693012,13572.396552,8135.264045,19009.529058,1.0,1.0,1.0,1450.080219,1219.593022,1680.567416,27.715091,27.534393,27.895788,102.398524,102.279758,102.51729,1293.19937,1056.738441,1529.660298,26.767235,20.855255,32.679214,18.53304,18.251788,18.814292,1.281741,1.067811,1.495672,12.598889,12.425561,12.772217,1.688349,1.578566,1.798133,606788.581989,567055.885391,646521.278588
etaroa,600,5.0,3,0.207616,0.2043,0.210931,25.511822,25.104406,25.919239,3707.146545,3654.640083,3759.653006,9588.727658,9362.74391,9814.711406,0.792384,0.789069,0.7957,0.664773,0.629371,0.700175,0.526945,0.526357,0.527532,0.526261,0.525233,0.527289,1.0,1.0,1.0,41945.344549,39679.808643,44210.880455,72320.184889,67589.821025,77050.548753,15250.49838,15239.537875,15261.458885,12634.970938,11417.651159,13852.290716,14044.074947,12997.500556,15090.649339,1.0,1.0,1.0,1073.96409,1031.477673,1116.450506,26.660917,26.527772,26.794063,102.694435,102.638992,102.749877,908.216386,864.570465,951.862307,36.392351,35.301117,37.483586,12.147568,11.931313,12.363823,1.131285,1.082556,1.180015,9.118889,8.936031,9.301747,4.75207,4.492359,5.011781,215555.363106,203644.699341,227466.026871
no_raw,800,5.0,3,0.02158,0.020718,0.022441,3.535644,3.39449,3.676799,2418.433941,2319.955632,2516.912251,4892.769539,4817.461353,4968.077725,0.97842,0.977559,0.979282,0.979115,0.955919,1.002311,0.981692,0.981414,0.981969,0.866813,0.865676,0.867951,1.0,1.0,1.0,3994.85003,-782.087983,8771.788042,36660.032444,-81997.192133,155317.257022,1734.246365,1678.592573,1789.900158,495.314439,358.173869,632.455009,1761.842573,-2930.131621,6453.816768,0.07375,0.070645,0.076855,2489.877656,2489.816085,2489.939227,23.917688,23.843126,23.99225,101.292483,101.284995,101.299972,2364.667484,2364.661392,2364.673577,0.0,0.0,0.0,19.76731,19.709629,19.824991,0.793907,0.791601,0.796213,32.07375,31.469955,32.677545,0.213001,0.204502,0.2215,4808319.157436,4615349.594245,5001288.720627
static,800,5.0,3,0.139583,0.137376,0.141791,22.869333,22.507694,23.230973,3573.202549,3491.463262,3654.941836,8902.248986,8845.234111,8959.263861,0.860417,0.858209,0.862624,0.650719,0.621231,0.680207,0.515207,0.505335,0.52508,0.514075,0.504443,0.523707,1.0,1.0,1.0,54931.137681,50672.219839,59190.055523,119984.619556,119948.872078,120020.367033,17376.212477,16076.122875,18676.302079,11200.414046,9254.398712,13146.42938,26339.654846,25264.92507,27414.384622,0.85625,0.791036,0.921464,1473.772406,1454.839824,1492.704988,19.51592,19.343122,19.688718,102.610112,102.560595,102.659629,1325.669832,1306.216199,1345.123464,25.976542,25.490322,26.462763,9.016108,8.791072,9.241144,0.611777,0.596024,0.627531,7.460833,7.398699,7.522968,2.327687,2.274415,2.380959,439946.470881,429910.535611,449982.406151
adaptive,800,5.0,3,0.133976,0.13184,0.136111,21.950578,21.600729,22.300426,4443.64844,4141.541572,4745.755309,13054.001002,11517.13236,14590.869643,0.866024,0.863889,0.86816,0.58842,0.568559,0.60828,0.519874,0.514297,0.525451,0.519009,0.512846,0.525172,1.0,1.0,1.0,56277.59373,55082.572753,57472.614707,94035.678222,93856.30411,94215.052335,20251.164259,20245.316278,20257.012241,17306.184895,16708.783342,17903.586448,18701.886919,18120.560263,19283.213576,1.0,1.0,1.0,1321.506389,1298.759206,1344.253572,19.262516,19.096734,19.428298,102.553922,102.511927,102.595918,1169.815903,1146.368266,1193.26354,29.874048,29.287956,30.460139,9.063944,8.811156,9.316732,0.685934,0.655691,0.716177,7.411667,7.380252,7.443081,2.491556,2.46989,2.513223,410991.466131,407424.069726,414558.862536
cluster_csv,800,5.0,3,0.139705,0.136811,0.142599,22.889244,22.415047,23.363442,4737.159986,4565.90475,4908.415222,15465.478264,12479.831989,18451.12454,0.860295,0.857401,0.863189,0.489174,0.453045,0.525302,0.510205,0.507364,0.513046,0.509402,0.507278,0.511526,1.0,1.0,1.0,55470.983466,53701.101488,57240.865443,93651.246667,91056.062921,96246.430413,20250.822136,20242.901706,20258.742565,15916.245415,15365.077364,16467.413466,19290.526937,18100.281242,20480.772632,1.0,1.0,1.0,1307.345978,1274.076067,1340.615888,19.120516,19.033626,19.207406,102.572,102.535035,102.608964,1155.419249,1121.241831,1189.596667,30.234213,29.379747,31.088678,8.755622,8.684383,8.826861,0.669763,0.65516,0.684367,7.22875,7.047914,7.409586,2.626474,2.52419,2.728757,389940.61582,374667.25527,405213.976371
cluster_adaptive,800,5.0,3,0.134427,0.130615,0.138239,22.024533,21.399952,22.649115,4637.438488,4458.324973,4816.552003,13650.691282,13187.368158,14114.014407,0.865573,0.861761,0.869385,0.573519,0.554078,0.59296,0.523469,0.517265,0.529672,0.522585,0.515939,0.529231,1.0,1.0,1.0,50477.436646,49530.946652,51423.926639,94906.053778,91804.30347,98007.804085,20250.610932,20246.262636,20254.959227,13065.69233,12496.224607,13635.160053,17148.185397,16651.296468,17645.074325,1.0,1.0,1.0,1211.946256,1194.903811,1228.9887,19.483954,19.31816,19.649748,102.555292,102.530723,102.579861,1057.218657,1039.617851,1074.819463,32.688353,32.248552,33.128154,9.338794,8.903708,9.77388,0.770625,0.724925,0.816326,7.52125,7.319063,7.723437,2.725871,2.686004,2.765739,375668.384074,370158.611407,381178.156741
laca,800,5.0,3,0.130851,0.124858,0.136844,21.438578,20.456656,22.420499,5159.359719,5134.345832,5184.373606,14965.120121,14145.972804,15784.267437,0.869149,0.863156,0.875142,0.637243,0.623746,0.650739,0.504137,0.496262,0.512013,0.503257,0.494942,0.511572,0.97787,0.966601,0.989139,51323.769794,49939.031456,52708.508133,81474.704444,80215.56557,82733.843318,20250.633747,20246.052777,20255.214718,14835.826814,14068.28968,15603.363948,16222.536926,15612.360119,16832.713733,1.0,1.0,1.0,1228.37195,1202.179444,1254.564455,18.103002,18.051697,18.154307,102.523183,102.491342,102.555023,1075.510616,1048.634176,1102.387056,32.235149,31.563103,32.907194,8.279368,8.03885,8.519886,0.674082,0.641534,0.70663,6.958333,6.796841,7.119825,2.617831,2.535645,2.700018,391204.991351,378966.650429,403443.332272
chang2019,800,5.0,3,0.071354,0.055589,0.087119,11.690667,9.107783,14.273551,4053.229216,3824.335888,4282.122545,11510.19537,9356.914604,13663.476136,0.928646,0.912881,0.944411,0.60993,0.386549,0.833311,0.60933,0.579751,0.638909,0.602255,0.57727,0.62724,1.0,1.0,1.0,59396.737282,34537.951736,84255.522829,92977.452444,73557.852191,112397.052698,20250.798217,20245.080178,20256.516256,20403.314825,2390.824837,38415.804813,18708.321163,11915.732573,25500.909754,1.0,1.0,1.0,1668.444006,1345.087366,1991.800645,20.009278,19.86876,20.149796,102.369922,102.272183,102.46766,1525.072771,1193.381341,1856.764201,20.992036,12.69935,29.284721,12.866796,12.137245,13.596347,0.775071,0.589456,0.960686,9.4875,9.344549,9.630451,1.050508,1.010011,1.091006,974923.965741,937050.661231,1012797.270251
etaroa,800,5.0,3,0.13184,0.12711,0.13657,21.600711,20.825738,22.375685,4483.273853,4330.88573,4635.661975,12932.095963,12051.653508,13812.538419,0.86816,0.86343,0.87289,0.598673,0.582324,0.615022,0.522283,0.51378,0.530786,0.521276,0.512214,0.530337,1.0,1.0,1.0,55708.181086,53521.918314,57894.443859,94540.940889,94325.029125,94756.852653,20250.545972,20245.696935,20255.395008,16806.947421,14914.782398,18699.112445,18631.632589,18022.266113,19240.999065,1.0,1.0,1.0,1310.616935,1269.246639,1351.987232,19.29736,19.214605,19.380115,102.554356,102.532138,102.576574,1158.611154,1116.1834,1201.038907,30.154066,29.093328,31.214805,9.1947,8.947133,9.442267,0.701686,0.662062,0.741309,7.4975,7.384803,7.610197,2.472254,2.407279,2.53723,414227.86793,403311.634666,425144.101195
no_raw,1000,5.0,3,0.016097,0.015491,0.016704,3.296711,3.172492,3.42093,2365.858645,2126.902348,2604.814942,4804.147781,4721.111937,4887.183624,0.983903,0.983296,0.984509,0.983461,0.974043,0.99288,0.982533,0.981806,0.98326,0.870936,0.870183,0.871689,1.0,1.0,1.0,3051.265289,2355.173953,3747.356624,14222.504889,-25934.391206,54379.400983,1750.130533,1727.967508,1772.293559,504.138415,288.789018,719.487811,796.996341,105.118427,1488.874254,0.06,0.06,0.06,2485.574264,2485.543407,2485.60512,19.094802,19.055778,19.133825,101.2683,101.262193,101.274407,2365.211162,2365.20857,2365.213754,0.0,0.0,0.0,15.768698,15.742314,15.795082,0.634409,0.633352,0.635465,26.361333,25.850378,26.872288,0.159161,0.153165,0.165156,6434734.694204,6194178.951508,6675290.436899
static,1000,5.0,3,0.106903,0.101806,0.112,21.893689,20.849869,22.937509,3498.248486,3432.192439,3564.304532,8824.491839,8146.419665,9502.564014,0.893097,0.888,0.898194,0.662439,0.653717,0.67116,0.529002,0.519235,0.538769,0.527629,0.517802,0.537455,1.0,1.0,1.0,32757.443966,32423.247478,33091.640454,117298.487556,114418.260216,120178.714895,12433.210102,12098.018071,12768.402132,5410.89821,5119.458797,5702.337623,14904.538754,14730.779673,15078.297835,0.487333,0.473651,0.501016,1710.720294,1688.492786,1732.947801,15.68763,15.583337,15.791924,102.29631,102.269083,102.323537,1572.928103,1550.048051,1595.808155,19.80825,19.236351,20.38015,7.461616,7.261556,7.661676,0.436191,0.419225,0.453156,6.534,6.394368,6.673632,1.535724,1.471127,1.600321,666915.02663,638625.294456,695204.758803
adaptive,1000,5.0,3,0.096472,0.093349,0.099595,19.757511,19.11788,20.397142,4915.444869,4540.285637,5290.6041,15236.552331,14883.533872,15589.57079,0.903528,0.900405,0.906651,0.562006,0.532967,0.591044,0.503094,0.500878,0.505309,0.50232,0.499916,0.504724,1.0,1.0,1.0,69468.355659,67061.357317,71875.354,115150.896,112024.706539,118277.085461,25249.630057,25248.456567,25250.803548,21030.404736,19673.77353,22387.035942,23176.627682,21954.752709,24398.502655,1.0,1.0,1.0,1556.919301,1511.431333,1602.407269,14.82427,14.726944,14.921597,102.479012,102.458142,102.499882,1415.880657,1369.151752,1462.609563,23.735361,22.567236,24.903487,6.861253,6.788866,6.933639,0.440742,0.424989,0.456496,6.175,6.0845,6.2655,1.523022,1.443915,1.60213,672544.001918,637479.923291,707608.080545
