condition,policy,num_stas,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,assoc_mean_ms,assoc_frac,e_total_mj,ee_kbit_j,elapsed_s
random,cluster_csv,200,7,0.9135416666666667,37.41866666666667,1459.617789074277,3677.5274526095764,0.0864583333333333,0.9930600745767614,0.3871309133241613,0.3870250820192613,10368.6123400002,1.0,613.0079596699693,36.624646786131876,7.36
random,cluster_csv,200,99,0.91875,37.632,1469.2914431794738,3706.835686845726,0.08125000000000004,0.9940961786174324,0.38456625864821714,0.3843533794571581,9720.042494977044,1.0,602.816555538879,37.456171023398085,7.39
random,cluster_csv,300,42,0.5329166666666667,32.7424,2627.3200448888447,6477.779518688269,0.4670833333333333,0.8656922859814074,0.4872042916190309,0.4863248614897546,17217.720204444755,1.0,700.6940668888603,18.691409873286908,12.76
random,cluster_csv,300,7,0.5329166666666667,32.7424,2702.1848430030036,6792.416289382634,0.4670833333333333,0.8754523074727509,0.48747011423005404,0.4871159125121757,16654.64321333366,1.0,691.1746649221936,18.94884269445024,12.07
random,cluster_csv,300,99,0.5326388888888889,32.72533333333333,2662.143438330966,6488.25245390957,0.4673611111111111,0.8513638284447378,0.4881709039548023,0.4877295197740113,16801.85621777804,1.0,693.6671911621929,18.870913170048727,12.28
random,cluster_csv,400,42,0.3859375,31.616,3143.724292626223,7741.1553253868,0.6140625,0.7626972441382376,0.5012987012987012,0.5001967729240456,24424.371796665764,1.0,792.4268858716247,11.969306151907325,16.22
random,cluster_csv,400,7,0.380625,31.180799999999998,3095.0354113125923,7603.035557493682,0.619375,0.7505349192786797,0.5041464559536849,0.5030511657017681,24993.726803331712,1.0,803.7902744499463,11.637662581077308,16.56
random,cluster_csv,400,99,0.3790625,31.052799999999998,3175.0675181993647,7879.1198747572225,0.6209374999999999,0.7703144123600996,0.508833922261484,0.5079701609736945,24421.82899999846,1.0,793.144001218286,11.74545856198959,16.2
random,cluster_csv,500,42,0.2668333333333333,27.323733333333333,3552.133561822993,9837.249140523172,0.7331666666666667,0.652276235009702,0.5094107705308443,0.5086425443650611,30806.585586663325,1.0,882.1371992159194,7.433873104805869,19.07
random,cluster_csv,500,7,0.2645,27.084799999999998,3502.384286808606,9173.657992421808,0.7355,0.6691647957489206,0.5099601593625498,0.5094238430891818,30817.80027199328,1.0,882.16879437585,7.368603425378602,19.25
random,cluster_csv,500,99,0.26508333333333334,27.14453333333333,3545.1213324569826,9253.571474498764,0.7349166666666667,0.6467935057048803,0.5073017814817646,0.506766572367918,30950.02694132884,1.0,884.7977169145589,7.362912308044637,19.26
random,cluster_csv,600,42,0.19930555555555557,24.49066666666667,4039.1872391887464,10882.800411410752,0.8006944444444444,0.6657049106132609,0.5215417867435158,0.520821325648415,36814.686995551856,1.0,977.8571767476944,5.009047793282336,21.87
random,cluster_csv,600,7,0.19284722222222223,23.697066666666665,4039.4461875955017,10521.344933119344,0.8071527777777778,0.6727496292419087,0.5224627970942943,0.5215459482333028,38167.19840415111,1.0,1002.8348077476903,4.7260159865988145,22.74
random,cluster_csv,600,99,0.19375,23.808,4027.778781535603,10294.176102331037,0.80625,0.6475094829307247,0.5257167247634631,0.5248630575513978,37993.40868666375,1.0,999.9956328265982,4.761620794823685,22.36
random,cluster_csv,800,42,0.13255208333333332,21.717333333333332,4769.637431421132,13765.838306244319,0.8674479166666667,0.5933515023818249,0.5168616226978596,0.5158038825286212,53206.648254994725,1.0,1264.4318652665584,2.5763349449543145,27.23
random,cluster_csv,800,7,0.13145833333333334,21.538133333333334,4818.290895669353,13404.83080736842,0.8685416666666667,0.5966746590738798,0.5200275810192441,0.5187112141916881,51557.89163666216,1.0,1233.5092056249064,2.619129217088647,28.05
random,cluster_csv,800,99,0.13302083333333334,21.794133333333335,4650.852582312714,13155.409000724241,0.8669791666666666,0.5927860740825829,0.5184792108877513,0.5174179048570359,52143.86232666015,1.0,1244.328555464026,2.6272160882628808,27.51
random,cluster_csv,1000,42,0.09566666666666666,19.592533333333332,5217.055461696809,16115.423003289372,0.9043333333333333,0.59862551384252,0.5015073090267903,0.5007678744098742,65924.93013732645,1.0,1490.7753078112048,1.577101517365452,31.27
random,cluster_csv,1000,7,0.09616666666666666,19.694933333333335,5335.995086794357,16264.788512283878,0.9038333333333334,0.5696637283373608,0.5016560073092736,0.5006852444038373,65919.04748666153,1.0,1490.9177450332365,1.5851927498168676,31.69
