condition,policy,num_stas,n_seeds,pdr_mean,pdr_ci_lo,pdr_ci_hi,tput_kbps_mean,tput_kbps_ci_lo,tput_kbps_ci_hi,avg_delay_ms_mean,avg_delay_ms_ci_lo,avg_delay_ms_ci_hi,p95_delay_ms_mean,p95_delay_ms_ci_lo,p95_delay_ms_ci_hi,drop_rate_mean,drop_rate_ci_lo,drop_rate_ci_hi,fairness_mean,fairness_ci_lo,fairness_ci_hi,col_rate_mean,col_rate_ci_lo,col_rate_ci_hi,retry_rate_mean,retry_rate_ci_lo,retry_rate_ci_hi,assoc_mean_ms_mean,assoc_mean_ms_ci_lo,assoc_mean_ms_ci_hi,assoc_frac_mean,assoc_frac_ci_lo,assoc_frac_ci_hi,e_total_mj_mean,e_total_mj_ci_lo,e_total_mj_ci_hi,ee_kbit_j_mean,ee_kbit_j_ci_lo,ee_kbit_j_ci_hi
distance,cluster_csv,800,3,0.132344,0.130352,0.134336,21.6832,21.356835,22.009565,4746.260303,4532.278659,4960.241947,13442.026038,12679.558405,14204.493671,0.867656,0.865664,0.869648,0.594271,0.589051,0.59949,0.518456,0.514523,0.522389,0.517311,0.513692,0.52093,52302.800739,50226.414613,54379.186866,1.0,1.0,1.0,1247.423209,1208.439249,1286.407168,2.60756,2.539632,2.675488
distance,cluster_csv,1000,3,0.09525,0.092315,0.098185,19.5072,18.906085,20.108315,5302.512715,5117.222054,5487.803376,16387.288803,15518.761275,17255.816331,0.90475,0.901815,0.907685,0.582012,0.544884,0.619139,0.502711,0.497847,0.507576,0.501951,0.496682,0.50722,65549.501018,63946.669385,67152.332652,1.0,1.0,1.0,1483.765002,1453.292689,1514.237315,1.577618,1.559406,1.59583
distance,cluster_adaptive,100,3,0.98375,0.980018,0.987482,20.1472,20.070763,20.223637,635.47462,620.499176,650.450065,1570.142522,1551.049743,1589.235301,0.01625,0.012518,0.019982,0.999563,0.999478,0.999648,0.253787,0.250328,0.257246,0.253625,0.250526,0.256725,4365.085809,3973.557708,4756.613909,1.0,1.0,1.0,425.088967,418.307565,431.870368,56.87602,55.861585,57.890456
distance,cluster_adaptive,200,3,0.924375,0.916045,0.932705,37.8624,37.521223,38.203577,1435.731905,1413.696349,1457.767461,3599.748524,3537.597709,3661.899338,0.075625,0.067295,0.083955,0.998141,0.99771,0.998571,0.38554,0.381927,0.389154,0.385329,0.3816,0.389058,9207.716369,8521.993453,9893.439284,1.0,1.0,1.0,580.456614,566.867146,594.046082,39.140389,37.873752,40.407025
distance,cluster_adaptive,300,3,0.607361,0.58819,0.626532,37.316267,36.138396,38.494138,2411.552731,2138.277334,2684.828128,6091.75637,5293.579852,6889.932888,0.392639,0.373468,0.41181,0.910545,0.886364,0.934727,0.467777,0.450401,0.485154,0.467471,0.449797,0.485144,15011.966239,14287.263919,15736.668558,1.0,1.0,1.0,653.190103,635.70162,670.678586,22.855474,21.533411,24.177537
distance,cluster_adaptive,400,3,0.396007,0.387967,0.404047,32.440889,31.782219,33.099559,2915.436661,2796.580978,3034.292344,7347.148916,6759.431061,7934.866771,0.603993,0.595953,0.612033,0.787916,0.779252,0.796579,0.506445,0.502196,0.510694,0.505905,0.501982,0.509828,20768.683048,20037.57707,21499.789026,1.0,1.0,1.0,720.94977,707.839143,734.060397,13.500247,12.982181,14.018314
distance,cluster_adaptive,500,3,0.278389,0.274947,0.28183,28.507022,28.154614,28.85943,3359.301609,3130.870829,3587.732389,8528.20131,8004.675186,9051.727434,0.721611,0.71817,0.725053,0.711689,0.693631,0.729747,0.5179,0.514278,0.521522,0.517215,0.513614,0.520816,27383.505508,25909.504389,28857.506628,1.0,1.0,1.0,817.293101,790.392797,844.193405,8.372431,8.008613,8.736249
distance,cluster_adaptive,600,3,0.214398,0.211712,0.217084,26.345244,26.015228,26.675261,3667.312013,3579.647646,3754.976379,9508.821722,8982.741902,10034.901541,0.785602,0.782916,0.788288,0.70861,0.703494,0.713727,0.524809,0.519577,0.530042,0.5241,0.518993,0.529206,33235.631928,32606.051535,33865.212322,1.0,1.0,1.0,909.668199,897.863014,921.473384,5.792292,5.755208,5.829376
distance,cluster_adaptive,800,3,0.131181,0.130468,0.131893,21.492622,21.375863,21.609381,4509.438056,4334.027009,4684.849104,13273.54022,12549.9336,13997.146841,0.868819,0.868107,0.869532,0.686394,0.662861,0.709928,0.525604,0.522059,0.529148,0.524874,0.521289,0.52846,44687.463061,43746.844727,45628.081394,1.0,1.0,1.0,1102.505794,1084.627809,1120.383779,2.924262,2.860813,2.987711
distance,cluster_adaptive,1000,3,0.092847,0.089603,0.096092,19.015111,18.350666,19.679556,5225.461731,5085.379866,5365.543595,16102.889099,15955.414717,16250.36348,0.907153,0.903908,0.910397,0.689712,0.661623,0.717802,0.513701,0.511761,0.515642,0.512881,0.511005,0.514757,57354.448021,55525.811455,59183.084588,0.987333,0.945075,1.029591,1343.661787,1325.122949,1362.200626,1.698183,1.650682,1.745684
